Sequence No;Turboveg No;Group No;Relevé number;SIVIMID;EUNIS_REVISED;EUNIS2020;EUNISL1;EUNISL2;PCluster;Class;Order;Alliance;Sintaxon;Aspect;Slope;Area;Year;DEG_LON;DEG_LAT;Accuracy;Elevation;EUNIS_VGG
319;1675;1;1675;T-P33558;V15;V15;Weed;V15A;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Chrysanthemum segetum-Raphanetum;S;10;NA;1959;-8.397752265;42.88556894;1 - UTM1x1 + Elevation;350;V1
320;1117;1;1117;Q-P14986;V15;V15;Weed;V15A;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Linario amethysteae-Calenduletum arvensis;;NA;40;1982;-7.492084004;41.94706717;4 - UTM10x10 + Centroid;515;V1
321;1122;1;1122;Q-P14991;V15;V15;Weed;V15A;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Linario amethysteae-Calenduletum arvensis;;NA;60;1982;-7.443074562;41.96152318;3 - UTM10x10 + Elevation;400;V1
322;1157;1;1157;R-P22260;V15;V15;Weed;V15A;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Chrysantemo segeti-Raphanetum raphanistri;SW;NA;40;1999;-8.099465518;41.87296248;3 - UTM10x10 + Elevation;425;V1
323;1364;1;1364;S-P20375;V15;V32;Weed;V15A;0;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Chrysanthemum segetum-Raphanetum;NW;NA;5;1972;-8.77437999;42.32881996;3 - UTM10x10 + Elevation;20;V1
324;1515;1;1515;T-P12298;V15;V11;Weed;V15A;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Aperetalia spicae-venti;;NA;25;1988;-6.397575147;42.89233314;3 - UTM10x10 + Elevation;910;V1
325;1074;1;1074;Q-P10064;V15;V15;Weed;V15A;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Miboro minimae-Arabidopsietum thalianae;NW;13.5;4;2000;-6.724490367;41.88627521;3 - UTM10x10 + Elevation;650;V1
326;1224;1;1224;R-P24622;V15;V32;Weed;V15A;0;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Linario amethysteae-Calenduletum arvensis;S;3;5;2012;-6.773378052;42.42674593;1 - UTM1x1 + Elevation;430;V1
327;1360;1;1360;S-P20371;V15;V;Weed;V15A;0;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Chrysanthemum segetum-Raphanetum;S;NA;15;1972;-8.784260051;42.27790969;3 - UTM10x10 + Elevation;100;V1
328;1485;1;1485;T-P12074;V15;V15;Weed;V15A;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Centaureo cyani-Raphanetum microcarpae;;NA;60;1988;-5.430566633;43.21411526;3 - UTM10x10 + Elevation;820;V1
329;1516;1;1516;T-P12299;V15;V15;Weed;V15A;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Aperetalia spicae-venti;;NA;20;1988;-6.405934069;42.95511277;3 - UTM10x10 + Elevation;1150;V1
330;1226;1;1226;R-P24624;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Holosteo umbellati-Veronicetum persicae;W;20;6;2012;-6.674555103;42.35792606;1 - UTM1x1 + Elevation;960;V1
331;1158;1;1158;R-P22261;V15;V15;Weed;V15A;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Chrysantemo segeti-Raphanetum raphanistri;E;NA;50;1999;-8.005130567;41.86653533;2 - UTM1x1 + Centroid;400;V1
332;1489;1;1489;T-P12082;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Holosteo umbellati-Veronicetum persicae;;NA;50;1988;-6.264961345;42.65308025;3 - UTM10x10 + Elevation;830;V1
333;1257;1;1257;R-P27100;V38;V33;Weed;V15A;0;Chenopodietea;Brometalia rubenti-tectorum;Echio-Galactition tomentosae;Coleostepho myconis-Galactitetum tomentosae;S;NA;10;1985;-8.021703226;42.32294709;3 - UTM10x10 + Elevation;120;V1
334;1328;1;1328;S-P15130;V15;V13;Weed;V15A;0;NA;NA;NA;;;10;100;NA;-2.329761407;43.06328598;1 - UTM1x1 + Elevation;380;V1
335;1155;1;1155;R-P22258;V15;V37;Weed;V15A;0;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Chrysantemo segeti-Raphanetum raphanistri;W;NA;30;1999;-8.0894349;41.86800681;2 - UTM1x1 + Centroid;410;V1
336;1492;1;1492;T-P12085;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Holosteo umbellati-Veronicetum persicae;;NA;50;1988;-6.777182291;42.57068697;3 - UTM10x10 + Elevation;480;V1
337;1334;1;1334;S-P18301;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Polygono-Chenopodion polyspermi;;NA;20;1974;-5.976103332;43.17763085;4 - UTM10x10 + Centroid;300;V1
338;1493;1;1493;T-P12086;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Holosteo umbellati-Veronicetum persicae;;NA;50;1988;-6.755406046;42.57320459;3 - UTM10x10 + Elevation;480;V1
339;1366;1;1366;S-P20377;V15;V;Weed;V15A;0;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Chrysanthemum segetum-Raphanetum;SE;NA;10;1972;-8.771750482;42.30014667;3 - UTM10x10 + Elevation;300;V1
340;1035;1;1035;Q-P07849;V15;V15;Weed;V15A;0;NA;NA;NA;Associació-Desconeguda;;NA;NA;1953;-4.116472128;42.87622565;4 - UTM10x10 + Centroid;999.5;V1
341;1019;1;1019;NEW-OMAR-BA43;V15;NA;Weed;V15A;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;0;12;1981;-5.707241301;43.32530597;500;190;V1
342;1256;1;1256;R-P27098;V37;V32;Weed;V15A;0;Chenopodietea;Brometalia rubenti-tectorum;Echio-Galactition tomentosae;Coleostepho myconis-Galactitetum tomentosae;NE;NA;80;1985;-8.619651879;42.28071968;3 - UTM10x10 + Elevation;40;V1
343;1286;1;1286;S-P12068;V15;V15;Weed;V15B;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Chrysanthemum-Oxalidetum;NW;5;15;1975;-7.113365899;43.56027286;3 - UTM10x10 + Elevation;20;V1
344;1545;1;1545;T-P22450;V15;V32;Weed;V15A;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;50;1986;-5.416943327;43.49172912;3 - UTM10x10 + Elevation;10;V1
345;1384;1;1384;S-P20395;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Panicum sanguinale-Mercurialis annua;S;NA;8;1972;-8.850157672;42.30876246;3 - UTM10x10 + Elevation;20;V1
346;1724;1;1724;T-P36794;V15;V15;Weed;V15A;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Linario amethysteae-Calenduletum arvensis;;0;80;1993;-7.384577706;42.58124494;2 - UTM1x1 + Centroid;500;V1
347;1722;1;1722;T-P36792;V15;V15;Weed;V15A;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Linario amethysteae-Calenduletum arvensis;;0;50;1993;-7.549929036;42.57677234;1 - UTM1x1 + Elevation;380;V1
348;1725;1;1725;T-P36795;V15;V15;Weed;V15A;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Linario amethysteae-Calenduletum arvensis;E;NA;40;1993;-7.581629939;42.51068248;2 - UTM1x1 + Centroid;390;V1
349;1535;1;1535;T-P22440;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;50;1986;-4.191815172;43.32738123;3 - UTM10x10 + Elevation;100;V1
350;1534;1;1534;T-P22439;V15;V32;Weed;V15A;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;30;1986;-3.9863821;43.43739046;3 - UTM10x10 + Elevation;5;V1
351;1532;1;1532;T-P22437;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;100;1986;-3.40740299;43.33466633;3 - UTM10x10 + Elevation;60;V1
352;1383;1;1383;S-P20394;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Panicum sanguinale-Mercurialis annua;SW;NA;6;1972;-8.827528709;42.27391134;3 - UTM10x10 + Elevation;60;V1
353;1469;1;1469;T-P05173;V15;V32;Weed;V15A;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;8;1995;-3.429822882;43.36519965;3 - UTM10x10 + Elevation;10;V1
354;1714;1;1714;T-P36784;V15;V15;Weed;V15A;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Linario amethysteae-Calenduletum arvensis;;NA;40;1993;-7.521829235;42.49164613;2 - UTM1x1 + Centroid;380;V1
355;1543;1;1543;T-P22448;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;100;1986;-5.285409635;43.48002898;3 - UTM10x10 + Elevation;50;V1
356;1547;1;1547;T-P22452;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;50;1986;-5.586823857;43.53122797;3 - UTM10x10 + Elevation;100;V1
357;1549;1;1549;T-P22454;V15;V37;Weed;V15A;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;50;1986;-5.92895575;43.38971406;3 - UTM10x10 + Elevation;200;V1
358;1546;1;1546;T-P22451;V15;V37;Weed;V15A;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;100;1986;-5.468363792;43.35737155;3 - UTM10x10 + Elevation;200;V1
359;1715;1;1715;T-P36785;V15;V15;Weed;V15A;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Linario amethysteae-Calenduletum arvensis;;0;60;1993;-7.590152029;42.49413472;1 - UTM1x1 + Elevation;310;V1
360;1721;1;1721;T-P36791;V15;V15;Weed;V15A;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Linario amethysteae-Calenduletum arvensis;;0;30;1993;-7.556365816;42.56481157;2 - UTM1x1 + Centroid;320;V1
361;1717;1;1717;T-P36787;V15;V15;Weed;V15A;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Linario amethysteae-Calenduletum arvensis;;0;40;1993;-7.427131223;41.60572943;4 - UTM10x10 + Centroid;400;V1
362;1548;1;1548;T-P22453;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;50;1986;-5.708941468;43.55000679;3 - UTM10x10 + Elevation;100;V1
363;1723;1;1723;T-P36793;V15;V15;Weed;V15A;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Linario amethysteae-Calenduletum arvensis;;0;30;1993;-7.504385631;42.553366;1 - UTM1x1 + Elevation;320;V1
364;1127;1;1127;Q-P14997;V15;V15;Weed;V15A;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Linario amethysteae-Calenduletum arvensis;;NA;20;1982;-7.140588407;42.39244102;3 - UTM10x10 + Elevation;390;V1
365;1250;1;1250;R-P27086;V37;V32;Weed;V15A;0;Chenopodietea;Brometalia rubenti-tectorum;Echio-Galactition tomentosae;Coleostepho myconis-Galactitetum tomentosae;SE;NA;30;1985;-9.076223063;42.78970726;4 - UTM10x10 + Centroid;103.5;V1
366;1128;1;1128;Q-P14998;V15;V32;Weed;V15A;0;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Linario amethysteae-Calenduletum arvensis;NE;NA;NA;1982;-7.099971775;42.40290722;3 - UTM10x10 + Elevation;400;V1
367;1251;1;1251;R-P27087;V39;R;Weed;V15A;0;Chenopodietea;Brometalia rubenti-tectorum;Echio-Galactition tomentosae;Coleostepho myconis-Galactitetum tomentosae;;5;9;1985;-8.896225772;42.77268555;3 - UTM10x10 + Elevation;35;V1
368;1125;1;1125;Q-P14995;V15;V15;Weed;V15A;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Linario amethysteae-Calenduletum arvensis;E;NA;25;1982;-7.246860191;42.45517451;3 - UTM10x10 + Elevation;240;V1
369;1525;1;1525;T-P22430;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;100;1986;-2.923873267;43.3065519;3 - UTM10x10 + Elevation;50;V1
370;1526;1;1526;T-P22431;V15;V37;Weed;V15A;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;100;1986;-2.886899551;43.29751671;3 - UTM10x10 + Elevation;40;V1
371;1649;1;1649;T-P33532;V15;V15;Weed;V15A;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Chrysanthemum segetum-Raphanetum;W;5;NA;1959;-8.511500273;42.8981376;3 - UTM10x10 + Elevation;300;V1
372;1297;1;1297;S-P12099;V15;V15;Weed;V15A;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Plantagini-Sporoboletum;N;5;15;1975;-6.591547598;43.53512218;4 - UTM10x10 + Centroid;96;V1
373;1650;1;1650;T-P33533;V15;V15;Weed;V15A;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Chrysanthemum segetum-Raphanetum;S;10;NA;1959;-8.565490736;42.84510544;3 - UTM10x10 + Elevation;300;V1
374;1544;1;1544;T-P22449;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;5;1986;-5.215821522;43.47059458;3 - UTM10x10 + Elevation;10;V1
375;1230;1;1230;R-P24628;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Holosteo umbellati-Veronicetum persicae;;NA;50;2012;-6.803001823;42.4743881;1 - UTM1x1 + Elevation;499;V1
376;1036;1;1036;Q-P07850;V15;V;Weed;V15A;0;NA;NA;NA;Associació-Desconeguda;;NA;NA;1953;-4.116472128;42.87622565;4 - UTM10x10 + Centroid;999.5;V1
377;1470;1;1470;T-P05174;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;6;1995;-3.430102895;43.40481826;3 - UTM10x10 + Elevation;6;V1
378;1519;1;1519;T-P13216;V37;V32;Weed;V15A;0;Chenopodietea;Brometalia rubenti-tectorum;Taeniathero-Aegilopion geniculatae;Medicagini rigidulae-Aegilopetum geniculatae;;NA;7;1997;-1.449531203;42.6098926;3 - UTM10x10 + Elevation;690;V1
379;1566;1;1566;T-P22472;V15;V32;Weed;V15A;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;2;1986;-6.461178621;43.53244249;4 - UTM10x10 + Centroid;109;V1
380;1346;1;1346;S-P19644;V15;V15;Weed;V15A;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Chenopodietalia albi;;NA;25;1972;-8.064636093;43.18171421;3 - UTM10x10 + Elevation;475;V1
381;1606;1;1606;T-P27802;V15;V37;Weed;V15B;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Asociación de Amaranthus hybridus-Chenopodium polyspermum;;NA;NA;1958;-6.609383;42.57610299;3 - UTM10x10 + Elevation;500;V1
382;1018;1;1018;NEW-OMAR-BA42;V15;NA;Weed;V15A;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;S;5;4;1981;-5.707241301;43.32530597;500;190;V1
383;1223;1;1223;R-P24621;V15;V32;Weed;V15A;0;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Linario amethysteae-Calenduletum arvensis;SW;15;50;2012;-6.804370815;42.41671586;1 - UTM1x1 + Elevation;470;V1
384;1434;1;1434;T-P03876;V15;V15;Weed;V15A;2;Papaveretea rhoeadis;Papaveretalia rhoeadis;Caucalidion;Kickxio spuriae-Nigelletum gallicae;;NA;NA;1989;-2.298814642;42.76052651;3 - UTM10x10 + Elevation;830;V1
385;1345;1;1345;S-P19643;V15;V15;Weed;V15A;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Chenopodietalia albi;;NA;25;1972;-8.051502377;43.11207612;3 - UTM10x10 + Elevation;480;V1
386;1017;1;1017;NEW-OMAR-BA38;V15;NA;Weed;V15A;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;0;15;1981;-5.707241301;43.32530597;500;190;V1
387;1568;1;1568;T-P22474;V15;V39;Weed;V15A;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;3;1986;-6.708298223;43.53800992;4 - UTM10x10 + Centroid;71;V1
388;1427;1;1427;T-P03501;V15;V15;Weed;V15A;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Cnico benedicti-Papaveretum argemones;;NA;NA;1989;-6.588881821;42.64337899;3 - UTM10x10 + Elevation;650;V1
389;1567;1;1567;T-P22473;V15;V32;Weed;V15A;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;1;1986;-6.591547598;43.53512218;4 - UTM10x10 + Centroid;96;V1
390;1430;1;1430;T-P03513;V15;V15;Weed;V15A;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Cnico benedicti-Papaveretum argemones;;NA;NA;1989;-5.962566038;42.65886893;4 - UTM10x10 + Centroid;590;V1
391;1187;1;1187;R-P22296;V15;V37;Weed;V15A;5;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Sisymbrio officinalis-Hordeetum murini;N;NA;2;1999;-8.116205221;41.9316354;1 - UTM1x1 + Elevation;490;V1
392;1552;1;1552;T-P22457;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;50;1986;-5.873763189;43.42352915;3 - UTM10x10 + Elevation;150;V1
393;1020;1;1020;NEW-OMAR-PA35;V15;NA;Weed;V15A;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;S;5;20;1981;-5.669491805;43.30818588;500;335;V1
394;1551;1;1551;T-P22456;V15;V37;Weed;V15A;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;50;1986;-5.934878094;43.35894913;3 - UTM10x10 + Elevation;200;V1
395;1449;1;1449;T-P05153;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;60;1995;-3.412385948;43.34185211;3 - UTM10x10 + Elevation;20;V1
396;1448;1;1448;T-P05152;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;10;1995;-3.427658288;43.4084292;3 - UTM10x10 + Elevation;6;V1
397;1882;1;1882;R-P23988;V37;V37;Trampled;V35;5;Chenopodietea;Chenopodietalia;Chenopodion muralis;Urtico urentis-Malvetum neglectae;;NA;1;1986;-6.785335962;42.3831308;3 - UTM10x10 + Elevation;1260;V1
398;1457;1;1457;T-P05161;V15;V37;Weed;V15A;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;10;1995;-3.447764035;43.45517509;1 - UTM1x1 + Elevation;150;V1
399;1468;1;1468;T-P05172;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;10;1995;-3.437616441;43.41919683;1 - UTM1x1 + Elevation;8;V1
400;1227;1;1227;R-P24625;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Holosteo umbellati-Veronicetum persicae;;NA;10;2012;-6.53447823;42.32811836;1 - UTM1x1 + Elevation;750;V1
401;1375;1;1375;S-P20386;V15;V32;Weed;V15A;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Panicum sanguinale-Mercurialis annua;SE;NA;10;1972;-8.763843749;42.18712146;3 - UTM10x10 + Elevation;100;V1
402;1228;1;1228;R-P24626;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Holosteo umbellati-Veronicetum persicae;NW;5;20;2012;-6.791484291;42.40453751;1 - UTM1x1 + Elevation;699;V1
403;1039;1;1039;Q-P08361;V37;V32;Weed;V15A;0;Chenopodietea;Chenopodietalia;Chenopodion muralis;Chenopodio muralis-Malvetum parviflorae;S;NA;2;2003;-8.583023967;41.14560961;4 - UTM10x10 + Centroid;350;V1
404;1038;1;1038;Q-P08170;V37;V32;Weed;V15A;0;Chenopodietea;Chenopodietalia;Chenopodion muralis;Chenopodio muralis-Malvetum parviflorae;S;NA;2;2004;-8.583023967;41.14560961;4 - UTM10x10 + Centroid;350;V1
405;1743;1;1743;T-P36813;V37;V37;Weed;V15A;0;Chenopodietea;Brometalia rubenti-tectorum;Echio-Galactition tomentosae;Coleostepho myconis-Galactitetum tomentosae;;0;80;1993;-7.504256247;42.55157042;1 - UTM1x1 + Elevation;310;V1
406;1376;1;1376;S-P20387;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Panicum sanguinale-Mercurialis annua;SE;NA;30;1972;-8.812854767;42.32506898;3 - UTM10x10 + Elevation;100;V1
407;1465;1;1465;T-P05169;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;6;1995;-3.326402973;43.4123648;1 - UTM1x1 + Elevation;50;V1
408;1453;1;1453;T-P05157;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;100;1995;-3.434207631;43.28774388;1 - UTM1x1 + Elevation;60;V1
409;1458;1;1458;T-P05162;V15;V37;Weed;V15A;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;10;1995;-3.402981194;43.41212059;1 - UTM1x1 + Elevation;10;V1
410;1348;1;1348;S-P20358;V15;V15;Weed;V15A;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Chrysanthemum segetum-Raphanetum;SW;NA;10;1972;-8.815893813;42.25289956;3 - UTM10x10 + Elevation;20;V1
411;1361;1;1361;S-P20372;V15;V32;Weed;V15A;0;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Chrysanthemum segetum-Raphanetum;NW;NA;10;1972;-8.807070288;42.26235004;3 - UTM10x10 + Elevation;100;V1
412;1488;1;1488;T-P12081;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Holosteo umbellati-Veronicetum persicae;;NA;50;1988;-6.783677537;42.59748459;3 - UTM10x10 + Elevation;480;V1
413;1452;1;1452;T-P05156;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;100;1995;-3.370812932;43.40322498;1 - UTM1x1 + Elevation;40;V1
414;1456;1;1456;T-P05160;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;12;1995;-3.447737463;43.45157345;1 - UTM1x1 + Elevation;150;V1
415;1455;1;1455;T-P05159;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;40;1995;-3.571297047;43.18448787;2 - UTM1x1 + Centroid;400;V1
416;1459;1;1459;T-P05163;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;100;1995;-3.410221807;43.3868824;1 - UTM1x1 + Elevation;220;V1
417;1454;1;1454;T-P05158;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;15;1995;-3.472939711;43.19574246;1 - UTM1x1 + Elevation;450;V1
418;1437;1;1437;T-P03897;V15;V15;Weed;V15A;2;Papaveretea rhoeadis;Papaveretalia rhoeadis;Caucalidion;Kickxio spuriae-Nigelletum gallicae;;NA;NA;1989;-2.342000878;42.60588748;3 - UTM10x10 + Elevation;560;V1
419;1556;1;1556;T-P22461;V15;V39;Weed;V15A;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Fumario capreolatae-Veronicetum persicae;;NA;1;1986;-3.311323105;43.38164629;4 - UTM10x10 + Centroid;191;V1
420;1167;1;1167;R-P22271;V15;V15;Weed;V15A;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Chrysantemo segeti-Raphanetum raphanistri;W;5;50;1999;-7.973276132;41.95413704;1 - UTM1x1 + Elevation;630;V1
