"Relevé number","PriorCluster","SIVIMID","EUNIS_REVISED","EUNIS2020","Twinspan","Twinspan2","Class","Order","Alliance","Sintaxon","Aspect","Slope","Area","Year","DEG_LON","DEG_LAT","Accuracy","Elevation"
"1212",8,"S-P20406","V38"," V38   ","V39 Mesic ruderals","V39 Western mesic ruderals","Epilobietea angustifolii","Convolvuletalia sepium","Senecionion fluviatilis","Arundini-Convolvuletum sepium","NE",NA,20,"1972",-8.756626836,42.39993072,"3 - UTM10x10 + Elevation",15
"1213",8,"S-P20407","V38"," V38   ","V39 Mesic ruderals","V39 Western mesic ruderals","Epilobietea angustifolii","Convolvuletalia sepium","Senecionion fluviatilis","Arundini-Convolvuletum sepium","SW",NA,10,"1972",-8.717336264,42.28847845,"3 - UTM10x10 + Elevation",20
"1214",0,"S-P20408","R55"," V     ","V39 Mesic ruderals","V39 Western mesic ruderals","Epilobietea angustifolii","Convolvuletalia sepium","Senecionion fluviatilis","Arundini-Convolvuletum sepium","N",NA,10,"1972",-8.745193175,42.40770778,"3 - UTM10x10 + Elevation",50
"1215",4,"S-P20409","V15"," V15   ","V39 Mesic ruderals","V39 Western mesic ruderals","Epilobietea angustifolii","Convolvuletalia sepium","Senecionion fluviatilis","Arundini-Convolvuletum sepium","E",NA,20,"1972",-8.796984906,42.28446649,"3 - UTM10x10 + Elevation",100
"1216",0,"S-P20410","R55"," V     ","V39 Mesic ruderals","V39 Western mesic ruderals","Epilobietea angustifolii","Convolvuletalia sepium","Senecionion fluviatilis","Arundini-Convolvuletum sepium","SE",NA,20,"1972",-8.790511787,42.26679086,"3 - UTM10x10 + Elevation",100
"1217",0,"S-P20411","R55"," V     ","V39 Mesic ruderals","V39 Western mesic ruderals","Epilobietea angustifolii","Convolvuletalia sepium","Senecionion fluviatilis","Arundini-Convolvuletum sepium","NW",NA,20,"1972",-8.806473068,42.28218448,"3 - UTM10x10 + Elevation",70
"1218",0,"S-P20412","R55"," V     ","V39 Mesic ruderals","V39 Western mesic ruderals","Epilobietea angustifolii","Convolvuletalia sepium","Senecionion fluviatilis","Arundini-Convolvuletum sepium","W",NA,20,"1972",-8.83651627,42.26625127,"3 - UTM10x10 + Elevation",80
"1219",0,"S-P20413","R55"," R     ","V39 Mesic ruderals","V39 Western mesic ruderals","Epilobietea angustifolii","Convolvuletalia sepium","Senecionion fluviatilis","Arundini-Convolvuletum sepium","NE",NA,20,"1972",-8.846578977,42.29634309,"3 - UTM10x10 + Elevation",20
"1220",0,"S-P20414","R55"," V     ","V39 Mesic ruderals","V39 Western mesic ruderals","Epilobietea angustifolii","Convolvuletalia sepium","Senecionion fluviatilis","Arundini-Convolvuletum sepium","S",NA,20,"1972",-8.813351438,42.33044482,"3 - UTM10x10 + Elevation",100
"1221",0,"S-P20415","R55"," R     ","V39 Mesic ruderals","V39 Western mesic ruderals","Epilobietea angustifolii","Convolvuletalia sepium","Senecionion fluviatilis","Arundini-Convolvuletum sepium","SE",NA,20,"1972",-8.661816316,42.31824822,"3 - UTM10x10 + Elevation",70
"1222",9,"S-P20416","V39"," V39   ","V39 Mesic ruderals","V39 Western mesic ruderals","Epilobietea angustifolii","Convolvuletalia sepium","Senecionion fluviatilis","Arundini-Convolvuletum sepium","S",NA,20,"1972",-8.672930964,42.3339008,"3 - UTM10x10 + Elevation",180
"1223",8,"S-P20417","V38"," V38   ","V39 Mesic ruderals","V39 Western mesic ruderals","Epilobietea angustifolii","Convolvuletalia sepium","Senecionion fluviatilis","Arundini-Convolvuletum sepium","N",NA,20,"1972",-8.850740406,42.28892867,"3 - UTM10x10 + Elevation",100
"1224",2,"S-P20418","R55"," R55   ","V39 Mesic ruderals","V39 Western mesic ruderals","Epilobietea angustifolii","Convolvuletalia sepium","Senecionion fluviatilis","Arundini-Convolvuletum sepium","SW",NA,20,"1972",-8.761107417,42.1836586,"3 - UTM10x10 + Elevation",150
"1225",0,"S-P20419","R55"," R     ","V39 Mesic ruderals","V39 Western mesic ruderals","Epilobietea angustifolii","Convolvuletalia sepium","Senecionion fluviatilis","Arundini-Convolvuletum sepium","SW",NA,15,"1972",-8.790022314,42.18219795,"3 - UTM10x10 + Elevation",50
"1226",0,"S-P20420","R55"," V     ","V39 Mesic ruderals","V39 Western mesic ruderals","Epilobietea angustifolii","Convolvuletalia sepium","Senecionion fluviatilis","Arundini-Convolvuletum sepium","S",NA,20,"1972",-8.672424391,42.22050003,"3 - UTM10x10 + Elevation",80
"1227",9,"S-P20421","V39"," R55   ","V39 Mesic ruderals","V39 Western mesic ruderals","Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Galactito tomentosae-Digitaletum purpureae","N",NA,4,"1972",-8.828947458,42.2630368,"3 - UTM10x10 + Elevation",50
"1228",9,"S-P20422","V39"," H25   ","V39 Mesic ruderals","V39 Western mesic ruderals","Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Galactito tomentosae-Digitaletum purpureae","E",NA,4,"1972",-8.821048616,42.25623789,"3 - UTM10x10 + Elevation",60
"1229",6,"S-P20423","V35"," V35   ","V35 Trampled","V35 Mesic trampled annuals","Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Galactito tomentosae-Digitaletum purpureae","N",NA,4,"1972",-8.768052046,42.20671344,"3 - UTM10x10 + Elevation",50
"1230",7,"S-P20424","V37"," V32   ","V37 Annual ruderals","V37 Annual ruderals","Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Galactito tomentosae-Digitaletum purpureae","N",NA,4,"1972",-8.646193414,42.44144945,"3 - UTM10x10 + Elevation",7
"1231",0,"S-P20425",""," V     ","V15 Weeds of rich soils","V15 Winter weeds of rich soils","Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Galactito tomentosae-Digitaletum purpureae","W",NA,7,"1972",-8.681501241,42.40189058,"3 - UTM10x10 + Elevation",2
"1232",0,"S-P20426","V37"," Sa    ","V37 Annual ruderals","V37 Annual ruderals","Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Galactito tomentosae-Digitaletum purpureae","SE",NA,7,"1972",-8.746870682,42.34641016,"3 - UTM10x10 + Elevation",70
"1233",0,"S-P20427","V37","      ?","V37 Annual ruderals","V37 Annual ruderals","Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Galactito tomentosae-Digitaletum purpureae","SE",NA,7,"1972",-8.679197579,42.29578098,"3 - UTM10x10 + Elevation",80
"1234",9,"S-P20429","V39"," V32   ","V39 Mesic ruderals","V39 Eastern mesic ruderals","Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Galactito tomentosae-Digitaletum purpureae","N",NA,9,"1972",-8.675814513,42.28514656,"3 - UTM10x10 + Elevation",20
"1235",0,"S-P20430","V39"," R54   ","V39 Mesic ruderals","V39 Western mesic ruderals","Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Galactito tomentosae-Digitaletum purpureae","N",NA,10,"1972",-8.748958932,42.34270434,"3 - UTM10x10 + Elevation",20
"1236",0,"S-P20431","V37"," Sa    ","V37 Annual ruderals","V37 Annual ruderals","Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Galactito tomentosae-Digitaletum purpureae","E",NA,10,"1972",-8.677976939,42.44347517,"3 - UTM10x10 + Elevation",50
"1237",0,"S-P20432",""," V     ","V15 Weeds of rich soils","V15 Winter weeds of rich soils","Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Galactito tomentosae-Digitaletum purpureae","N",NA,10,"1972",-8.65296843,42.4357132,"3 - UTM10x10 + Elevation",70
"1238",0,"S-P20433",""," Sa    ","V37 Annual ruderals","V37 Annual ruderals","Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Galactito tomentosae-Digitaletum purpureae","N",NA,10,"1972",-8.649416338,42.39627972,"3 - UTM10x10 + Elevation",120
"1239",6,"S-P20434","V35"," V     ","V35 Trampled","V35 Mesic trampled annuals","Molinio-Arrhenatheretea","Potentillo-Polygonetalia avicularis","Potentillion anserinae","Lolio-Plantaginetum majoris","E",NA,2,"1972",-8.838762822,42.26433616,"3 - UTM10x10 + Elevation",30
"1240",1,"S-P20435","R36"," R     ","V35 Trampled","V35 Trampled perennials","Molinio-Arrhenatheretea","Potentillo-Polygonetalia avicularis","Potentillion anserinae","Lolio-Plantaginetum majoris","S",NA,4,"1972",-8.859974313,42.2578495,"3 - UTM10x10 + Elevation",80
"1241",6,"S-P20436","V35"," V34   ","V35 Trampled","V35 Mesic trampled annuals","Molinio-Arrhenatheretea","Potentillo-Polygonetalia avicularis","Potentillion anserinae","Lolio-Plantaginetum majoris","SE",NA,2,"1972",-8.768990292,42.19046266,"3 - UTM10x10 + Elevation",70
"1242",7,"S-P20437","V37"," V32   ","V35 Trampled","V35 Mesic trampled annuals","Molinio-Arrhenatheretea","Potentillo-Polygonetalia avicularis","Potentillion anserinae","Lolio-Plantaginetum majoris","NW",NA,2,"1972",-8.685631646,42.28645908,"3 - UTM10x10 + Elevation",100
"1243",6,"S-P20438","V35"," V35   ","V35 Trampled","V35 Mesic trampled annuals","Molinio-Arrhenatheretea","Potentillo-Polygonetalia avicularis","Potentillion anserinae","Lolio-Plantaginetum majoris","W",NA,2,"1972",-8.832520105,42.27545709,"3 - UTM10x10 + Elevation",120
"1244",6,"S-P20439","V35"," V     ","V35 Trampled","V35 Mesic trampled annuals","Molinio-Arrhenatheretea","Potentillo-Polygonetalia avicularis","Potentillion anserinae","Lolio-Plantaginetum majoris","NW",NA,2,"1972",-8.810638637,42.27477128,"3 - UTM10x10 + Elevation",120
"1245",6,"S-P20440","V35"," V35   ","V35 Trampled","V35 Mesic trampled annuals","Molinio-Arrhenatheretea","Potentillo-Polygonetalia avicularis","Potentillion anserinae","Lolio-Plantaginetum majoris","SE",NA,2,"1972",-8.79484313,42.26117022,"3 - UTM10x10 + Elevation",60
"1246",6,"S-P20441","V35"," V34   ","V35 Trampled","V35 Mesic trampled annuals","Molinio-Arrhenatheretea","Potentillo-Polygonetalia avicularis","Potentillion anserinae","Lolio-Plantaginetum majoris","E",NA,3,"1972",-8.751504361,42.21114791,"3 - UTM10x10 + Elevation",60
"1247",6,"S-P20442","V35"," V35   ","V35 Trampled","V35 Mesic trampled annuals","Molinio-Arrhenatheretea","Potentillo-Polygonetalia avicularis","Potentillion anserinae","Lolio-Plantaginetum majoris","S",NA,2,"1972",-8.79259593,42.18386796,"3 - UTM10x10 + Elevation",40
"1248",6,"S-P20443","V35"," V35   ","V35 Trampled","V35 Mesic trampled annuals","Molinio-Arrhenatheretea","Potentillo-Polygonetalia avicularis","Potentillion anserinae","Lolio-Plantaginetum majoris","W",NA,2,"1972",-8.762904127,42.20337229,"3 - UTM10x10 + Elevation",20
"1249",6,"S-P20444","V35"," V34   ","V35 Trampled","V35 Mesic trampled annuals","Molinio-Arrhenatheretea","Potentillo-Polygonetalia avicularis","Potentillion anserinae","Lolio-Plantaginetum majoris","SW",NA,2,"1972",-8.663102943,42.30558158,"3 - UTM10x10 + Elevation",80
"1250",6,"S-P20445","V35"," V35   ","V35 Trampled","V35 Mesic trampled annuals","Molinio-Arrhenatheretea","Potentillo-Polygonetalia avicularis","Potentillion anserinae","Lolio-Plantaginetum majoris","N",NA,2,"1972",-8.795333917,42.18732995,"3 - UTM10x10 + Elevation",50
"1251",6,"S-P20446","V35"," V35   ","V35 Trampled","V35 Mesic trampled annuals","Molinio-Arrhenatheretea","Potentillo-Polygonetalia avicularis","Potentillion anserinae","Lolio-Plantaginetum majoris","N",NA,2,"1972",-8.797149763,42.28625851,"3 - UTM10x10 + Elevation",100
"1252",6,"S-P20447","V35"," V34   ","V35 Trampled","V35 Mesic trampled annuals","Molinio-Arrhenatheretea","Potentillo-Polygonetalia avicularis","Potentillion anserinae","Lolio-Plantaginetum majoris","SW",NA,4,"1972",-8.85664787,42.27422322,"3 - UTM10x10 + Elevation",100
"1253",6,"S-P20448","V35"," V35   ","V35 Trampled","V35 Mesic trampled annuals","Molinio-Arrhenatheretea","Potentillo-Polygonetalia avicularis","Potentillion anserinae","Lolio-Plantaginetum majoris","SW",NA,2,"1972",-8.765478019,42.2050429,"3 - UTM10x10 + Elevation",8
"1254",6,"S-P20449","V35"," V35   ","V35 Trampled","V35 Mesic trampled annuals","Molinio-Arrhenatheretea","Potentillo-Polygonetalia avicularis","Potentillion anserinae","Lolio-Plantaginetum majoris","N",NA,2,"1972",-8.784972881,42.3120808,"3 - UTM10x10 + Elevation",30
"1255",6,"S-P20450","V35"," V34   ","V35 Trampled","V35 Mesic trampled annuals","Molinio-Arrhenatheretea","Potentillo-Polygonetalia avicularis","Potentillion anserinae","Lolio-Plantaginetum majoris","NW",NA,2,"1972",-8.75972483,42.32775914,"3 - UTM10x10 + Elevation",30
"1256",6,"S-P20451","V35"," V35   ","V35 Trampled","V35 Mesic trampled annuals","Molinio-Arrhenatheretea","Potentillo-Polygonetalia avicularis","Potentillion anserinae","Lolio-Plantaginetum majoris","SE",NA,2,"1972",-8.758981719,42.26658345,"3 - UTM10x10 + Elevation",30
"1257",7,"S-P20452","V37"," V32   ","V15 Weeds of rich soils","V15 Winter weeds of rich soils","Molinio-Arrhenatheretea","Potentillo-Polygonetalia avicularis","Potentillion anserinae","Lolio-Plantaginetum majoris","NE",NA,2,"1972",-8.823626221,42.25790695,"3 - UTM10x10 + Elevation",30
"1258",7,"S-P20453","V37"," V37   ","V35 Trampled","V35 Mesic trampled annuals","Molinio-Arrhenatheretea","Potentillo-Polygonetalia avicularis","Potentillion anserinae","Lolio-Plantaginetum majoris","SW",NA,2,"1972",-8.797149763,42.28625851,"3 - UTM10x10 + Elevation",100
"1259",7,"S-P20454","V37"," V37   ","V35 Trampled","V35 Mesic trampled annuals","Molinio-Arrhenatheretea","Potentillo-Polygonetalia avicularis","Potentillion anserinae","Lolio-Plantaginetum majoris","SE",NA,2,"1972",-8.785695167,42.18781814,"3 - UTM10x10 + Elevation",40
"1260",1,"S-P20455","R36"," R     ","V35 Trampled","V35 Trampled perennials","Molinio-Arrhenatheretea","Potentillo-Polygonetalia avicularis","Potentillion anserinae","Lolio-Plantaginetum majoris","W",NA,2,"1972",-8.64667613,42.41982059,"3 - UTM10x10 + Elevation",2
"1261",7,"S-P20456","V37"," V32   ","V15 Weeds of rich soils","V15 Winter weeds of rich soils","Molinio-Arrhenatheretea","Potentillo-Polygonetalia avicularis","Potentillion anserinae","Lolio-Plantaginetum majoris","E",NA,5,"1972",-8.656020256,42.33473892,"3 - UTM10x10 + Elevation",80
"1262",7,"S-P20457","V37"," V32   ","V35 Trampled","V35 Mesic trampled annuals","Molinio-Arrhenatheretea","Potentillo-Polygonetalia avicularis","Potentillion anserinae","Lolio-Plantaginetum majoris","SE",NA,8,"1972",-8.722815036,42.29540585,"3 - UTM10x10 + Elevation",40
"1263",4,"S-P20458","V15"," V15   ","V15 Weeds of rich soils","V15 Winter weeds of rich soils","Molinio-Arrhenatheretea","Potentillo-Polygonetalia avicularis","Potentillion anserinae","Lolio-Plantaginetum majoris","E",NA,7,"1972",-8.722489446,42.29182136,"3 - UTM10x10 + Elevation",30
"1264",4,"S-P21793","V15"," V15   ","V15 Weeds of rich soils","V15 Winter weeds of rich soils","Digitario sanguinalis-Eragrostietea","Eragrostietalia","Spergulo arvensis-Erodion cicutariae","Polygono-Chenopodion polyspermi","",NA,10,"1981",-6.265099743,42.98083098,"3 - UTM10x10 + Elevation",1580
"1265",4,"S-P21794","V15"," V37   ","V15 Weeds of rich soils","V15 Winter weeds of rich soils","Digitario sanguinalis-Eragrostietea","Eragrostietalia","Spergulo arvensis-Erodion cicutariae","Polygono-Chenopodion polyspermi","",NA,10,"1981",-6.193653016,43.06928793,"3 - UTM10x10 + Elevation",1240
"1266",4,"S-P21795","V15"," V15   ","V15 Weeds of rich soils","V15 Winter weeds of rich soils","Digitario sanguinalis-Eragrostietea","Eragrostietalia","Spergulo arvensis-Erodion cicutariae","Polygono-Chenopodion polyspermi","",NA,8,"1981",-6.202027389,43.13568315,"3 - UTM10x10 + Elevation",1200
"1267",4,"S-P21796","V15"," V15   ","V15 Weeds of rich soils","V15 Winter weeds of rich soils","Digitario sanguinalis-Eragrostietea","Eragrostietalia","Spergulo arvensis-Erodion cicutariae","Polygono-Chenopodion polyspermi","",NA,15,"1981",-6.196105687,43.06921939,"3 - UTM10x10 + Elevation",1240
"1268",4,"S-P21797","V15"," V15   ","V15 Weeds of rich soils","V15 Summer weeds of rich soils","Digitario sanguinalis-Eragrostietea","Eragrostietalia","Spergulo arvensis-Erodion cicutariae","Polygono-Chenopodion polyspermi","",NA,5,"1981",-6.142268107,43.12113437,"3 - UTM10x10 + Elevation",1100
"1269",8,"S-P21798","V38"," V38   ","V38 Dry ruderals","V38 Dry thistle ruderals","Artemisietea vulgaris","Carthametalia lanati","Onopordion castellani","Onopordion acanthii","",NA,50,"1981",-6.247482993,42.9723286,"3 - UTM10x10 + Elevation",1360
"1270",8,"S-P21799","V38"," V     ","V38 Dry ruderals","V38 Dry thistle ruderals","Artemisietea vulgaris","Carthametalia lanati","Onopordion castellani","Onopordion acanthii","",NA,50,"1981",-6.247104232,42.96513607,"3 - UTM10x10 + Elevation",1248
"1271",8,"S-P21800","V38"," V38   ","V38 Dry ruderals","V38 Dry thistle ruderals","Artemisietea vulgaris","Carthametalia lanati","Onopordion castellani","Onopordion acanthii","",NA,50,"1981",-6.210751669,42.9733659,"3 - UTM10x10 + Elevation",1290
"1272",8,"S-P21801","V38"," V38   ","V39 Mesic ruderals","V39 Eastern mesic ruderals","Artemisietea vulgaris","Carthametalia lanati","Onopordion castellani","Onopordion acanthii","",NA,40,"1981",-6.221480608,43.13153497,"3 - UTM10x10 + Elevation",1200
"1273",8,"S-P21802","V38"," V38   ","V39 Mesic ruderals","V39 Eastern mesic ruderals","Artemisietea vulgaris","Carthametalia lanati","Onopordion castellani","Onopordion acanthii","",NA,30,"1981",-6.2482752,43.08035453,"3 - UTM10x10 + Elevation",1180
"1274",9,"S-P21804","V39"," H25   ","V39 Mesic ruderals","V39 Eastern mesic ruderals","Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Chenopodio boni-henrici-Senecietum durieui","",NA,10,"1981",-6.283627571,43.05233259,"3 - UTM10x10 + Elevation",1640
"1275",9,"S-P21809","V39"," V     ","V35 Trampled","V35 Mesic trampled annuals","Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Chenopodio boni-henrici-Senecietum durieui","E",10,20,"1981",-6.25615877,42.99729328,"3 - UTM10x10 + Elevation",1710
"1276",9,"S-P21810","V39"," V39   ","V39 Mesic ruderals","V39 Eastern mesic ruderals","Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Arction","",NA,10,"1981",-6.106897356,43.10229232,"3 - UTM10x10 + Elevation",1100
"1277",9,"S-P21812","V39"," V39   ","V39 Mesic ruderals","V39 Eastern mesic ruderals","Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Arction","",NA,30,"1981",-6.261877126,43.10517829,"3 - UTM10x10 + Elevation",890
"1278",1,"S-P22049","R36"," R21   ","V35 Trampled","V35 Trampled perennials","Molinio-Arrhenatheretea","Potentillo-Polygonetalia avicularis","Potentillion anserinae","Lolio perennis-Plantaginetum maioris","",NA,2,"1981",-6.104170335,43.09696398,"3 - UTM10x10 + Elevation",1250
"1279",1,"S-P25105","R36"," R21   ","V35 Trampled","V35 Trampled perennials","Molinio-Arrhenatheretea","Potentillo-Polygonetalia avicularis","Potentillion anserinae","Lolietum perennis","",NA,15,"2010",-1.430151419,43.18414761,"2 - UTM1x1 + Centroid",150
"1280",1,"S-P25106","R36"," R21   ","V35 Trampled","V35 Trampled perennials","Molinio-Arrhenatheretea","Potentillo-Polygonetalia avicularis","Potentillion anserinae","Lolietum perennis","",NA,9,"2010",-2.001359297,42.86638227,"2 - UTM1x1 + Centroid",1043
"1281",1,"S-P25107","R36"," R     ","V35 Trampled","V35 Trampled perennials","Molinio-Arrhenatheretea","Potentillo-Polygonetalia avicularis","Potentillion anserinae","Lolietum perennis","",NA,6,"2010",-2.013943558,42.84487883,"1 - UTM1x1 + Elevation",920
"1282",1,"S-P25108","R36"," R21   ","V35 Trampled","V35 Trampled perennials","Molinio-Arrhenatheretea","Potentillo-Polygonetalia avicularis","Potentillion anserinae","Lolietum perennis","",NA,10,"2010",-1.632450012,43.05167414,"1 - UTM1x1 + Elevation",850
"1283",1,"S-P25109","R36"," R21   ","V35 Trampled","V35 Trampled perennials","Molinio-Arrhenatheretea","Potentillo-Polygonetalia avicularis","Potentillion anserinae","Lolietum perennis","",NA,3,"2010",-1.544156977,43.25409007,"1 - UTM1x1 + Elevation",510
