Accepted.SIVIM,Original.EuroMed,Accepted.EuroMed,Expert.Revision,Analysis.Names,Rank,Genus,Family,Order,Class,Group,Native
Centaurea janerii subsp. gallaecica,Centaurea gallaecica,Centaurea gallaecica,Centaurea gallaecica,Centaurea gallaecica,sp.,Centaurea,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Centaurea micrantha subsp. herminii,Centaurea micrantha subsp. herminii,Centaurea herminii,Centaurea herminii,Centaurea herminii,sp.,Centaurea,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Centaurea herminii subsp. lusitana,Centaurea herminii subsp. lusitana,Centaurea herminii subsp. lusitana,Centaurea herminii subsp. lusitana,Centaurea herminii,subsp.,Centaurea,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Centaurea lusitana,Centaurea paniculata var. lusitana,Centaurea herminii subsp. lusitana,Centaurea herminii subsp. lusitana,Centaurea herminii,subsp.,Centaurea,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Centaurea jacea subsp. angustifolia,Centaurea jacea subsp. angustifolia,Centaurea jacea subsp. angustifolia,Centaurea jacea subsp. angustifolia,Centaurea jacea,subsp.,Centaurea,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Centaurea jacea,Centaurea jacea subsp. angustifolia,Centaurea jacea subsp. angustifolia,Centaurea jacea subsp. angustifolia,Centaurea jacea,subsp.,Centaurea,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Centaurea boissieri subsp. jaennensis,Centaurea boissieri subsp. jaennensis,Centaurea jaennensis,Centaurea jaennensis,Centaurea jaennensis,sp.,Centaurea,Asteraceae,Asterales,Magnoliopsida,tracheophytes,No
Centaurea janerii,Centaurea janeri,Centaurea janeri,Centaurea janeri,Centaurea janeri,sp.,Centaurea,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Centaurea janerii subsp. babiana,Centaurea janeri subsp. babiana,Centaurea janeri subsp. babiana,Centaurea janeri subsp. babiana,Centaurea janeri,subsp.,Centaurea,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Centaurea lagascana,Centaurea lagascana,Centaurea lagascana,Centaurea lagascana,Centaurea lagascana,sp.,Centaurea,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Centaurea lagascana subsp. lagascana,Centaurea lagascana,Centaurea lagascana,Centaurea lagascana,Centaurea lagascana,sp.,Centaurea,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Centaurea langei,Centaurea langei,Centaurea langei,Centaurea langei,Centaurea langei,sp.,Centaurea,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Centaurea langei subsp. langei,Centaurea langei,Centaurea langei,Centaurea langei,Centaurea langei,sp.,Centaurea,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Centaurea limbata,Centaurea limbata,Centaurea limbata,Centaurea limbata,Centaurea limbata,sp.,Centaurea,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Centaurea limbata subsp. geresensis,Centaurea limbata subsp. geresensis,Centaurea limbata subsp. geresensis,Centaurea limbata subsp. geresensis,Centaurea limbata,subsp.,Centaurea,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Centaurea langei subsp. geresensis,Centaurea paniculata subsp. geresensis,Centaurea limbata subsp. geresensis,Centaurea limbata subsp. geresensis,Centaurea limbata,subsp.,Centaurea,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Centaurea geresensis,Centaurea paniculata subsp. geresensis,Centaurea limbata subsp. geresensis,Centaurea limbata subsp. geresensis,Centaurea limbata,subsp.,Centaurea,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Centaurea melanosticta,Centaurea melanosticta,Centaurea melanosticta,Centaurea melanosticta,Centaurea melanosticta,sp.,Centaurea,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Centaurea melitensis,Centaurea melitensis,Centaurea melitensis,Centaurea melitensis,Centaurea melitensis,sp.,Centaurea,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Centaurea micrantha,Centaurea micrantha,Centaurea micrantha,Centaurea micrantha,Centaurea micrantha,sp.,Centaurea,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Centaurea migra subsp. radiata,Centaurea nigra,Centaurea nigra,Centaurea nigra,Centaurea nigra,sp.,Centaurea,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Centaurea nigra,Centaurea nigra,Centaurea nigra,Centaurea nigra,Centaurea nigra,sp.,Centaurea,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Centaurea debeauxii subsp. nemoralis,Centaurea debeauxii subsp. nemoralis,Centaurea nigra,Centaurea nigra,Centaurea nigra,sp.,Centaurea,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Centaurea nigra subsp. carpetana,Centaurea nigra subsp. carpetana,Centaurea nigra subsp. carpetana,Centaurea nigra,Centaurea nigra,sp.,Centaurea,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Centaurea nigra subsp. rivularis,Centaurea nigra subsp. rivularis,Centaurea nigra subsp. rivularis,Centaurea nigra subsp. rivularis,Centaurea nigra,subsp.,Centaurea,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Centaurea jacea subsp. rivularis,Centaurea rivularis,Centaurea nigra subsp. rivularis,Centaurea nigra subsp. rivularis,Centaurea nigra,subsp.,Centaurea,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Centaurea ornata subsp. ornata,Centaurea ornata,Centaurea ornata,Centaurea ornata,Centaurea ornata,sp.,Centaurea,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Centaurea ornata,Centaurea ornata,Centaurea ornata,Centaurea ornata,Centaurea ornata,sp.,Centaurea,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Centaurea paniculata,Centaurea paniculata,Centaurea paniculata,Centaurea,Centaurea,gen.,Centaurea,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Centaurea pullata,Centaurea pullata,Centaurea pullata,Centaurea pullata,Centaurea pullata,sp.,Centaurea,Asteraceae,Asterales,Magnoliopsida,tracheophytes,No
Centaurea langei subsp. rothmaleriana,Centaurea rothmaleriana,Centaurea rothmaleriana,Centaurea rothmaleriana,Centaurea rothmaleriana,sp.,Centaurea,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Centaurea scabiosa,Centaurea scabiosa,Centaurea scabiosa,Centaurea scabiosa,Centaurea scabiosa,sp.,Centaurea,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Centaurea scabiosa subsp. cephalariifolia,Centaurea scabiosa subsp. cephalariifolia,Centaurea scabiosa subsp. cephalariifolia,Centaurea scabiosa subsp. cephalariifolia,Centaurea scabiosa,subsp.,Centaurea,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Centaurea solstitialis,Centaurea solstitialis,Centaurea solstitialis,Centaurea solstitialis,Centaurea solstitialis,sp.,Centaurea,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Centaurea polyacantha,Centaurea polyacantha,Centaurea sphaerocephala subsp. polyacantha,Centaurea sphaerocephala subsp. polyacantha,Centaurea sphaerocephala,subsp.,Centaurea,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Centaurea Xzubiae,Centaurea x zubiae,Centaurea x zubiae,Centaurea x zubiae,Centaurea x zubiae,hyb.,Centaurea,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Centaurium,Centaurium,Centaurium,Centaurium,Centaurium,gen.,Centaurium,Gentianaceae,Gentianales,Magnoliopsida,tracheophytes,Yes
Centaurium chloodes,Centaurium chloodes,Centaurium chloodes,Centaurium chloodes,Centaurium chloodes,sp.,x,Gentianaceae,Gentianales,Magnoliopsida,tracheophytes,Yes
Centaurium erythraea,Centaurium erythraea,Centaurium erythraea,Centaurium erythraea,Centaurium erythraea,sp.,Centaurium,Gentianaceae,Gentianales,Magnoliopsida,tracheophytes,Yes
Centaurium erythraea subsp. erythraea,Centaurium erythraea subsp. erythraea,Centaurium erythraea subsp. erythraea,Centaurium erythraea subsp. erythraea,Centaurium erythraea,subsp.,Centaurium,Gentianaceae,Gentianales,Magnoliopsida,tracheophytes,Yes
Centaurium erythraea subsp. majus,Centaurium erythraea subsp. majus,Centaurium erythraea subsp. majus,Centaurium erythraea subsp. majus,Centaurium erythraea,subsp.,Centaurium,Gentianaceae,Gentianales,Magnoliopsida,tracheophytes,No
Centaurium grandiflorum subsp. majus,Centaurium majus subsp. majus,Centaurium erythraea subsp. majus,Centaurium erythraea subsp. majus,Centaurium erythraea,subsp.,Centaurium,Gentianaceae,Gentianales,Magnoliopsida,tracheophytes,No
Centaurium littorale,Centaurium littorale,Centaurium littorale,Centaurium littorale,Centaurium littorale,sp.,Centaurium,Gentianaceae,Gentianales,Magnoliopsida,tracheophytes,Yes
Centaurium maritimum,Centaurium maritimum,Centaurium maritimum,Centaurium maritimum,Centaurium maritimum,sp.,Centaurium,Gentianaceae,Gentianales,Magnoliopsida,tracheophytes,Yes
Centaurium pulchellum,Centaurium pulchellum,Centaurium pulchellum,Centaurium pulchellum,Centaurium pulchellum,sp.,Centaurium,Gentianaceae,Gentianales,Magnoliopsida,tracheophytes,Yes
Centaurium parviflorum,Centaurium quadrifolium subsp. parviflorum,Centaurium quadrifolium subsp. parviflorum,Centaurium quadrifolium subsp. parviflorum,Centaurium quadrifolium,subsp.,Centaurium,Gentianaceae,Gentianales,Magnoliopsida,tracheophytes,No
Centaurium scilloides,Centaurium scilloides,Centaurium scilloides,Centaurium scilloides,Centaurium scilloides,sp.,Centaurium,Gentianaceae,Gentianales,Magnoliopsida,tracheophytes,Yes
Schenkia spicata,Schenkia spicata,Centaurium spicatum,Centaurium spicatum,Centaurium spicatum,sp.,Schenkia,Gentianaceae,Gentianales,Magnoliopsida,tracheophytes,No
Centaurium tenuiflorum,Centaurium tenuiflorum,Centaurium tenuiflorum,Centaurium tenuiflorum,Centaurium tenuiflorum,sp.,Centaurium,Gentianaceae,Gentianales,Magnoliopsida,tracheophytes,Yes
Centaurium tenuiflorum subsp. acutiflorum,Centaurium tenuiflorum subsp. acutiflorum,Centaurium tenuiflorum subsp. acutiflorum,Centaurium tenuiflorum subsp. acutiflorum,Centaurium tenuiflorum,subsp.,Centaurium,Gentianaceae,Gentianales,Magnoliopsida,tracheophytes,Yes
Centranthus calcitrapae,Centranthus calcitrapae,Centranthus calcitrapae,Centranthus calcitrapae,Centranthus calcitrapae,sp.,Centranthus,Caprifoliaceae,Dipsacales,Magnoliopsida,tracheophytes,Yes
Centhrantus calcitrapa,Centranthus calcitrapae,Centranthus calcitrapae,Centranthus calcitrapae,Centranthus calcitrapae,sp.,Centhrantus,NA,NA,NA,tracheophytes,Yes
Centranthus calcitrapae subsp. calcitrapae,Centranthus calcitrapae subsp. calcitrapae,Centranthus calcitrapae subsp. calcitrapae,Centranthus calcitrapae subsp. calcitrapae,Centranthus calcitrapae,subsp.,Centranthus,Caprifoliaceae,Dipsacales,Magnoliopsida,tracheophytes,Yes
Centranthus calcitrapa subsp. calcilrapae,Centranthus calcitrapae subsp. calcitrapae,Centranthus calcitrapae subsp. calcitrapae,Centranthus calcitrapae subsp. calcitrapae,Centranthus calcitrapae,subsp.,Centranthus,Caprifoliaceae,Dipsacales,Magnoliopsida,tracheophytes,Yes
Centranthus lecoqii,Centranthus lecoqii,Centranthus lecoqii,Centranthus lecoqii,Centranthus lecoqii,sp.,Centranthus,Caprifoliaceae,Dipsacales,Magnoliopsida,tracheophytes,Yes
Centranthus angustifolius,Centranthus angustifolius subsp. lecoqii,Centranthus angustifolius subsp. lecoqii,Centranthus angustifolius subsp. lecoqii,Centranthus angustifolius,subsp.,Centranthus,Caprifoliaceae,Dipsacales,Magnoliopsida,tracheophytes,Yes
Centranthus ruber,Centranthus ruber,Centranthus ruber,Centranthus ruber,Centranthus ruber,sp.,Centranthus,Caprifoliaceae,Dipsacales,Magnoliopsida,tracheophytes,Yes
Cephalanthera,Cephalanthera,Cephalanthera,Cephalanthera,Cephalanthera,gen.,Cephalanthera,Orchidaceae,Asparagales,Liliopsida,tracheophytes,Yes
Cephalanthera damasonium,Cephalanthera damasonium,Cephalanthera damasonium,Cephalanthera damasonium,Cephalanthera damasonium,sp.,Cephalanthera,Orchidaceae,Asparagales,Liliopsida,tracheophytes,Yes
Cephalanthera xiphophillum,Cephalanthera xiphophyllum,Cephalanthera longifolia,Cephalanthera longifolia,Cephalanthera longifolia,sp.,Cephalanthera,Orchidaceae,Asparagales,Liliopsida,tracheophytes,Yes
Cephalanthera longifolia,Cephalanthera longifolia,Cephalanthera longifolia,Cephalanthera longifolia,Cephalanthera longifolia,sp.,Cephalanthera,Orchidaceae,Asparagales,Liliopsida,tracheophytes,Yes
Cephalanthera rubra subsp. rubra,Cephalanthera rubra,Cephalanthera rubra,Cephalanthera rubra,Cephalanthera rubra,sp.,Cephalanthera,Orchidaceae,Asparagales,Liliopsida,tracheophytes,Yes
Cephalanthera rubra,Cephalanthera rubra,Cephalanthera rubra,Cephalanthera rubra,Cephalanthera rubra,sp.,Cephalanthera,Orchidaceae,Asparagales,Liliopsida,tracheophytes,Yes
Cephalaria leucantha,Cephalaria leucantha,Cephalaria leucantha,Cephalaria leucantha,Cephalaria leucantha,sp.,Cephalaria,Caprifoliaceae,Dipsacales,Magnoliopsida,tracheophytes,Yes
Cerastium,Cerastium,Cerastium,Cerastium,Cerastium,gen.,Cerastium,Caryophyllaceae,Caryophyllales,Magnoliopsida,tracheophytes,Yes
Cerastium arvense,Cerastium arvense,Cerastium arvense,Cerastium arvense,Cerastium arvense,sp.,Cerastium,Caryophyllaceae,Caryophyllales,Magnoliopsida,tracheophytes,Yes
Cerastium brachypetalum,Cerastium brachypetalum,Cerastium brachypetalum,Cerastium brachypetalum,Cerastium brachypetalum,sp.,Cerastium,Caryophyllaceae,Caryophyllales,Magnoliopsida,tracheophytes,Yes
Cerastium brachypetalum subsp. tauricum,Cerastium brachypetalum subsp. tauricum,Cerastium brachypetalum subsp. tauricum,Cerastium brachypetalum subsp. tauricum,Cerastium brachypetalum,subsp.,Cerastium,Caryophyllaceae,Caryophyllales,Magnoliopsida,tracheophytes,Yes
Cerastium cerastoides,Cerastium cerastoides,Cerastium cerastoides,Cerastium cerastoides,Cerastium cerastoides,sp.,Cerastium,Caryophyllaceae,Caryophyllales,Magnoliopsida,tracheophytes,Yes
Cerastium difussum,Cerastium diffusum,Cerastium diffusum,Cerastium diffusum,Cerastium diffusum,sp.,Cerastium,Caryophyllaceae,Caryophyllales,Magnoliopsida,tracheophytes,Yes
Cerastium diffusum subsp. diffusum,Cerastium diffusum subsp. diffusum,Cerastium diffusum subsp. diffusum,Cerastium diffusum subsp. diffusum,Cerastium diffusum,subsp.,Cerastium,Caryophyllaceae,Caryophyllales,Magnoliopsida,tracheophytes,Yes
Cerastium fontanum,Cerastium fontanum,Cerastium fontanum,Cerastium fontanum,Cerastium fontanum,sp.,Cerastium,Caryophyllaceae,Caryophyllales,Magnoliopsida,tracheophytes,Yes
Cerastium fontanum subsp. triviule,Cerastium fontanum subsp. fontanum,Cerastium fontanum subsp. fontanum,Cerastium fontanum subsp. fontanum,Cerastium fontanum,subsp.,Cerastium,Caryophyllaceae,Caryophyllales,Magnoliopsida,tracheophytes,Yes
Cerastium fontanum subsp. vugare,Cerastium fontanum subsp. fontanum,Cerastium fontanum subsp. fontanum,Cerastium fontanum subsp. fontanum,Cerastium fontanum,subsp.,Cerastium,Caryophyllaceae,Caryophyllales,Magnoliopsida,tracheophytes,Yes
Cerastium fontanum subsp. lucorum,Cerastium fontanum subsp. lucorum,Cerastium fontanum subsp. lucorum,Cerastium fontanum subsp. lucorum,Cerastium fontanum,subsp.,Cerastium,Caryophyllaceae,Caryophyllales,Magnoliopsida,tracheophytes,Yes
Cerastium coespitosum,Cerastium caespitosum,Cerastium fontanum subsp. vulgare,Cerastium fontanum subsp. vulgare,Cerastium fontanum,subsp.,Cerastium,Caryophyllaceae,Caryophyllales,Magnoliopsida,tracheophytes,Yes
Cerastium fontanum subsp. vulgare,Cerastium fontanum subsp. vulgare,Cerastium fontanum subsp. vulgare,Cerastium fontanum subsp. vulgare,Cerastium fontanum,subsp.,Cerastium,Caryophyllaceae,Caryophyllales,Magnoliopsida,tracheophytes,Yes
Cerastium fontanum subsp. triviale,Cerastium fontanum subsp. triviale,Cerastium fontanum subsp. vulgare,Cerastium fontanum subsp. vulgare,Cerastium fontanum,subsp.,Cerastium,Caryophyllaceae,Caryophyllales,Magnoliopsida,tracheophytes,Yes
Cerastium glomeratum,Cerastium glomeratum,Cerastium glomeratum,Cerastium glomeratum,Cerastium glomeratum,sp.,Cerastium,Caryophyllaceae,Caryophyllales,Magnoliopsida,tracheophytes,Yes
Cerastium gracile,Cerastium gracile,Cerastium gracile,Cerastium gracile,Cerastium gracile,sp.,Cerastium,Caryophyllaceae,Caryophyllales,Magnoliopsida,tracheophytes,Yes
Cerastium gracile subsp. ramosissimum,Cerastium gracile subsp. ramosissimum,Cerastium gracile,Cerastium gracile,Cerastium gracile,sp.,Cerastium,Caryophyllaceae,Caryophyllales,Magnoliopsida,tracheophytes,Yes
Cerastium pumilum,Cerastium pumilum,Cerastium pumilum,Cerastium pumilum,Cerastium pumilum,sp.,Cerastium,Caryophyllaceae,Caryophyllales,Magnoliopsida,tracheophytes,Yes
Cerastium pumilum subsp. pumillum,Cerastium pumilum subsp. pumilum,Cerastium pumilum subsp. pumilum,Cerastium pumilum subsp. pumilum,Cerastium pumilum,subsp.,Cerastium,Caryophyllaceae,Caryophyllales,Magnoliopsida,tracheophytes,Yes
Cerastium semidecandrum,Cerastium semidecandrum,Cerastium semidecandrum,Cerastium semidecandrum,Cerastium semidecandrum,sp.,Cerastium,Caryophyllaceae,Caryophyllales,Magnoliopsida,tracheophytes,Yes
Corydalis claviculata subsp. claviculata,Corydalis claviculata,Ceratocapnos claviculata,Ceratocapnos claviculata,Ceratocapnos claviculata,sp.,Corydalis,Papaveraceae,Ranunculales,Magnoliopsida,tracheophytes,Yes
Ceratocapnos claviculata,Ceratocapnos claviculata,Ceratocapnos claviculata,Ceratocapnos claviculata,Ceratocapnos claviculata,sp.,Ceratocapnos,Papaveraceae,Ranunculales,Magnoliopsida,tracheophytes,Yes
Ceratocapnos claviculata subsp. claviculata,Ceratocapnos claviculata subsp. claviculata,Ceratocapnos claviculata subsp. claviculata,Ceratocapnos claviculata subsp. claviculata,Ceratocapnos claviculata,subsp.,Ceratocapnos,Papaveraceae,Ranunculales,Magnoliopsida,tracheophytes,Yes
Bromus catharticus,Bromus catharticus,Ceratochloa cathartica,Ceratochloa cathartica,Ceratochloa cathartica,sp.,Bromus,Poaceae,Poales,Liliopsida,tracheophytes,No
Ceratophyllum demersum,Ceratophyllum demersum,Ceratophyllum demersum,Ceratophyllum demersum,Ceratophyllum demersum,sp.,Ceratophyllum,Ceratophyllaceae,Ceratophyllales,Magnoliopsida,tracheophytes,Yes
Cerinthe glabra,Cerinthe glabra,Cerinthe glabra,Cerinthe glabra,Cerinthe glabra,sp.,Cerinthe,Boraginaceae,Boraginales,Magnoliopsida,tracheophytes,Yes
Chaenorhinum rubrifolium,Chaenorhinum rubrifolium,Chaenorhinum,Chaenorhinum,Chaenorhinum,gen.,Chaenorhinum,Plantaginaceae,Lamiales,Magnoliopsida,tracheophytes,Yes
Chaenorhinum origanifol subsp. glabratum,Chaenorhinum origanifolium subsp. glabratum,Chaenorhinum origanifolium,Chaenorhinum origanifolium,Chaenorhinum origanifolium,sp.,Chaenorhinum,Plantaginaceae,Lamiales,Magnoliopsida,tracheophytes,Yes
Chaenorhinum crassifolium,Chaenorhinum crassifolium,Chaenorhinum origanifolium,Chaenorhinum origanifolium,Chaenorhinum origanifolium,sp.,Chaenorhinum,Plantaginaceae,Lamiales,Magnoliopsida,tracheophytes,Yes
Chaenorhinum origanifolium,Chaenorhinum origanifolium,Chaenorhinum origanifolium,Chaenorhinum origanifolium,Chaenorhinum origanifolium,sp.,Chaenorhinum,Plantaginaceae,Lamiales,Magnoliopsida,tracheophytes,Yes
Chaenorhinum glabratum,Chaenorhinum origanifolium f. glabratum,Chaenorhinum origanifolium,Chaenorhinum origanifolium,Chaenorhinum origanifolium,sp.,Chaenorhinum,Plantaginaceae,Lamiales,Magnoliopsida,tracheophytes,Yes
Chaenorhinum origanifolium subsp. origanifolium,Chaenorhinum origanifolium subsp. origanifolium,Chaenorhinum origanifolium subsp. origanifolium,Chaenorhinum origanifolium subsp. origanifolium,Chaenorhinum origanifolium,subsp.,Chaenorhinum,Plantaginaceae,Lamiales,Magnoliopsida,tracheophytes,Yes
Chaerophyllum,Chaerophyllum,Chaerophyllum,Chaerophyllum,Chaerophyllum,gen.,Chaerophyllum,Apiaceae,Apiales,Magnoliopsida,tracheophytes,Yes
Chaerophyllum aureum,Chaerophyllum aureum,Chaerophyllum aureum,Chaerophyllum aureum,Chaerophyllum aureum,sp.,Chaerophyllum,Apiaceae,Apiales,Magnoliopsida,tracheophytes,Yes
Chaerophyllum hirsutum,Chaerophyllum hirsutum,Chaerophyllum hirsutum,Chaerophyllum hirsutum,Chaerophyllum hirsutum,sp.,Chaerophyllum,Apiaceae,Apiales,Magnoliopsida,tracheophytes,Yes
Myrrhoides nodosa,Myrrhoides nodosa,Chaerophyllum nodosum,Chaerophyllum nodosum,Chaerophyllum nodosum,sp.,Myrrhoides,Apiaceae,Apiales,Magnoliopsida,tracheophytes,Yes
Chaerophyllum temulum,Chaerophyllum temulum,Chaerophyllum temulum,Chaerophyllum temulum,Chaerophyllum temulum,sp.,Chaerophyllum,Apiaceae,Apiales,Magnoliopsida,tracheophytes,Yes
Chamaemelum nobile,Chamaemelum nobile,Chamaemelum nobile,Chamaemelum nobile,Chamaemelum nobile,sp.,Chamaemelum,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Chamaemelum nobilis,Chamaemelum nobile,Chamaemelum nobile,Chamaemelum nobile,Chamaemelum nobile,sp.,Chamaemelum,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Chamamelum nobile,Chamaemelum nobile,Chamaemelum nobile,Chamaemelum nobile,Chamaemelum nobile,sp.,Chamamelum,NA,NA,NA,tracheophytes,Yes
Cheilanthes Xiberica,Cheilanthes x iberica,Cheilanthes x iberica,Cheilanthes x iberica,Cheilanthes x iberica,hyb.,Cheilanthes,Pteridaceae,Polypodiales,Polypodiopsida,tracheophytes,Yes
Cheilanthes Xinsularia,Cheilanthes x insularis,Cheilanthes x insularis,Cheilanthes x insularis,Cheilanthes x insularis,hyb.,Cheilanthes,Pteridaceae,Polypodiales,Polypodiopsida,tracheophytes,Yes
