TaxonConcept,AccordingTo,TaxonRank,Hybrid,EIVE1-M,EIVE1-M.nw3,EIVE1-M.n,EIVE1-N,EIVE1-N.nw3,EIVE1-N.n,EIVE1-R,EIVE1-R.nw3,EIVE1-R.n,EIVE1-L,EIVE1-L.nw3,EIVE1-L.n,EIVE1-T,EIVE1-T.nw3,EIVE1-T.n
Aconitum orientale,Euro+Med,Species,,"4,4","2,0",1,"6,5","1,4",1,"4,2","1,2",1,"3,3","1,7",1,"2,5","1,6",1
Aconitum pilipes,Euro+Med,Species,,"5,6","1,9",1,"7,3","2,0",1,"5,4","1,8",1,"5,4","1,8",1,"1,7","2,1",1
Aconitum plicatum,Euro+Med,Species,,"5,3","3,4",6,"6,7","2,4",4,"6,2","2,6",6,"6,2","2,4",5,"2,3","3,2",6
Aconitum soongaricum,addition,,,"4,7","1,0",1,,,,,,,"5,1","6,7",1,"4,6","1,1",1
Aconitum tauricum,Euro+Med,Species,,"4,4","2,0",5,"6,9","3,9",5,"6,2","3,6",5,"7,3","3,0",5,"1,6","3,3",5
Aconitum toxicum,Euro+Med,Species,,"5,9","2,1",1,,,,"8,4","1,7",1,,,,"3,2","2,2",1
Aconitum variegatum,Euro+Med,Species,,"5,5","3,3",17,"7,1","3,1",12,"7,8","3,4",14,"5,1","4,1",12,"3,3","3,3",14
Aconitum variegatum subsp. nasutum,Euro+Med,Subspecies,,"5,3","3,5",3,"6,4","3,9",3,"5,9","4,6",3,"4,4","3,2",3,"2,9","2,9",3
Aconitum variegatum subsp. pyrenaicum,Euro+Med,Subspecies,,"5,9","2,5",1,"7,5","2,0",1,"7,3","1,9",1,"4,5","2,0",1,"1,3","2,1",1
Aconitum variegatum subsp. variegatum,Euro+Med,Subspecies,,"5,4","3,1",4,"7,5","2,1",3,"8,3","2,8",4,"5,7","4,2",2,"3,2","3,3",4
Aconitum x cammarum,addition,hyb.-sp.,TRUE,"5,4","3,2",2,"7,6","2,2",2,"7,5","2,2",2,"6,4","2,9",2,"2,6","2,7",2
Aconitum x stoerkianum,addition,hyb.-sp.,TRUE,"6,2","2,5",1,"6,1","1,8",1,"5,1","1,7",1,"6,1","1,6",1,"3,8","1,9",1
Aconogonon alpinum,Euro+Med,Species,,"4,2","4,9",9,"5,7","6,5",7,"4,1","4,7",8,"7,6","2,7",7,"2,4","3,8",8
Aconogonon divaricatum,Euro+Med,Species,,"5,6","2,5",1,"6,1","1,8",1,"3,9","1,7",1,"7,4","1,6",1,"4,1","1,9",1
Aconogonon panjutinii,Euro+Med,Species,,"4,4","2,0",1,"6,5","1,4",1,"5,7","1,2",1,"5,4","1,7",1,"2,5","1,6",1
Aconogonon weyrichii,Euro+Med,Species,,"5,6","2,5",1,"7,1","1,8",1,"3,9","1,7",1,"6,1","1,6",1,"3,4","1,9",1
Aconogonon x fennicum,addition,hyb.-sp.,TRUE,"5,6","2,5",1,"7,1","1,8",1,"3,9","1,7",1,"6,1","1,6",1,"2,0","1,9",1
Acorus calamus,Euro+Med,Species,,"8,1","3,0",21,"7,2","4,1",16,"6,9","2,9",17,"7,7","3,4",15,"4,9","3,7",17
Actaea erythrocarpa,Euro+Med,Species,,"5,8","2,9",2,"6,1","1,8",1,"7,4","1,7",1,"3,7","4,7",2,"2,4","4,1",2
Actaea europaea,Euro+Med,Species,,"4,5","2,6",9,"6,7","4,6",5,"7,2","5,4",8,"4,0","3,9",5,"3,8","3,0",8
Actaea rubra,Euro+Med,Species,,"4,3","2,5",1,"6,1","1,8",1,"5,1","1,7",1,"3,5","1,6",1,"2,7","1,9",1
Actaea spicata,Euro+Med,Species,,"4,7","2,9",25,"7,1","4,1",19,"6,3","4,0",22,"2,1","5,0",19,"3,6","3,1",21
Actinidia chinensis,addition,,,"4,5","2,6",2,"5,8","3,4",2,"5,9","2,7",2,"7,3","2,3",2,"5,7","4,0",2
Acuston lunarioides,Euro+Med,Species,,"0,3","4,4",1,"7,2","2,0",1,"9,8","1,1",1,"8,7","2,0",1,"8,1","1,9",1
Adenocarpus complicatus,Euro+Med,Species,,"2,4","3,8",2,"3,3","3,1",2,"2,9","2,3",2,"7,9","2,3",2,"6,9","2,6",2
Adenocarpus complicatus subsp. commutatus,Euro+Med,Subspecies,,"2,5","2,2",1,"1,9","2,0",1,"1,8","1,9",1,"8,2","1,9",1,"5,5","2,3",1
Adenocarpus complicatus subsp. complicatus,Euro+Med,Subspecies,,"3,1","2,3",2,"2,9","3,8",2,"2,4","2,1",2,"8,1","2,2",2,"6,2","3,7",2
Adenocarpus telonensis,Euro+Med,Species,,"3,3","2,5",1,"2,8","2,0",1,"3,8","1,9",1,"8,2","2,0",1,"7,2","2,1",1
Adenophora liliifolia,Euro+Med,Species,,"4,6","3,7",19,"4,4","5,1",12,"6,8","3,4",15,"5,7","4,4",12,"4,8","2,8",15
Adenophora tricuspidata,addition,,,"4,7","2,1",1,,,,,,,"5,1","6,7",1,,,
Adenostyles alliariae,Euro+Med,Species,,"5,4","2,9",13,"7,9","3,8",8,"5,9","4,4",8,"5,2","3,7",9,"2,1","2,9",10
Adenostyles alliariae subsp. alliariae,Euro+Med,Subspecies,,"5,1","2,3",1,"7,5","2,1",1,"4,8","3,9",1,"4,4","2,1",1,"2,0","2,2",1
Adenostyles alpina,Euro+Med,Species,,"5,4","2,9",6,"5,0","3,5",4,"8,8","2,9",4,"5,1","5,5",4,"1,6","2,8",4
Adenostyles alpina subsp. australis,Euro+Med,Subspecies,,"5,0","2,2",1,"7,7","2,0",1,"6,5","1,9",1,"3,5","1,9",1,"2,9","2,3",1
Adenostyles alpina subsp. briquetii,Euro+Med,Subspecies,,"5,9","2,5",1,"7,5","2,0",1,"7,3","1,9",1,"7,0","2,0",1,"1,3","2,1",1
Adenostyles alpina subsp. macrocephala,Euro+Med,Subspecies,,"5,8","2,2",1,"7,7","2,0",1,"6,5","1,9",1,"5,9","1,9",1,"4,7","2,3",1
Adenostyles alpina subsp. pyrenaica,Euro+Med,Subspecies,,"5,3","2,9",3,"8,0","3,1",2,"6,4","4,6",3,"4,5","3,9",2,"2,0","2,9",3
Adenostyles leucophylla,Euro+Med,Species,,"6,2","2,6",2,"3,7","3,9",2,"4,2","3,5",2,"7,3","6,0",2,"1,0","3,9",2
Adiantum capillus-veneris,Euro+Med,Species,,"6,1","4,4",10,"2,9","4,6",9,"8,1","4,7",9,"4,1","6,0",9,"6,2","4,6",9
Adiantum pedatum,addition,,,"5,4","1,5",1,,,,,,,"2,4","4,5",1,"4,6","2,2",1
Adonis aestivalis,Euro+Med,Species,,"2,9","3,1",17,"3,9","4,2",14,"7,8","3,2",15,"6,5","4,4",13,"5,2","3,0",15
Adonis aestivalis agg.,addition,Species Aggregate.,,"2,3","3,9",1,"5,0","2,0",1,"7,6","1,8",1,"5,4","1,8",1,"5,8","2,1",1
Adonis aestivalis subsp. aestivalis,Euro+Med,Subspecies,,"3,0","2,9",2,"5,1","2,1",2,"8,4","2,0",2,"8,2","2,1",2,"5,3","2,4",2
Adonis aestivalis subsp. squarrosa,Euro+Med,Subspecies,,"2,8","3,0",2,"5,0","2,1",2,"8,0","2,5",2,"6,8","4,2",2,"5,5","2,7",2
Adonis annua,Euro+Med,Species,,"3,0","3,8",7,"4,9","4,5",6,"6,8","2,9",7,"7,7","3,1",6,"6,0","4,4",6
Adonis apennina,Euro+Med,Species,,"4,2","2,1",1,,,,,,,"7,2","3,4",1,"3,4","2,2",1
Adonis cretica,Euro+Med,Species,,"1,9","4,4",1,"7,2","2,0",1,"8,4","2,2",1,"8,7","2,0",1,"8,1","1,9",1
Adonis distorta,Euro+Med,Species,,"2,5","2,2",1,"1,9","2,0",1,"6,5","1,9",1,"8,2","1,9",1,"2,9","2,3",1
Adonis flammea,Euro+Med,Species,,"2,8","2,6",14,"3,4","4,1",12,"8,7","3,2",13,"6,4","3,6",11,"5,2","3,0",13
Adonis microcarpa,Euro+Med,Species,,"2,3","3,6",3,"6,2","3,6",3,"6,7","5,1",3,"7,0","4,1",3,"6,8","3,8",3
Adonis pyrenaica,Euro+Med,Species,,"4,4","2,7",2,"3,9","4,1",2,"7,7","1,9",2,"7,6","1,9",2,"2,0","2,6",2
Adonis vernalis,Euro+Med,Species,,"2,7","3,5",20,"2,5","4,4",15,"7,9","3,2",18,"7,4","3,1",15,"5,2","3,0",18
Adonis vernalis agg.,addition,Species Aggregate.,,"3,1","3,9",1,"2,6","2,0",1,"7,6","3,6",1,"7,6","1,8",1,"4,2","6,3",1
Adonis volgensis,Euro+Med,Species,,"2,3","2,9",4,"4,2","3,8",1,"8,3","4,2",2,"7,6","3,6",2,"5,0","3,3",3
Adonis x hybrida,addition,hyb.-sp.,TRUE,"2,9","2,2",2,"1,4","1,8",1,"8,3","3,1",2,"9,2","2,0",1,"5,1","2,5",2
Adoxa moschatellina,Euro+Med,Species,,"5,2","3,2",24,"7,5","5,1",18,"7,0","2,7",21,"3,5","4,1",18,"3,9","4,3",16
Aegilops bicornis,Euro+Med,Species,,"0,6","2,5",1,"5,1","2,0",1,"7,3","1,9",1,"9,5","2,0",1,"8,1","2,1",1
Aegilops biuncialis,Euro+Med,Species,,"2,2","3,2",2,"6,9","4,7",1,"7,2","3,0",1,"8,1","2,3",1,"6,8","1,8",1
Aegilops biuncialis subsp. archipelagica,Euro+Med,Subspecies,,,,,,,,,,,"8,7","2,0",1,,,
Aegilops biuncialis subsp. biuncialis,Euro+Med,Subspecies,,"3,6","4,4",1,"4,9","2,0",1,"7,1","2,2",1,"7,5","2,0",1,"7,6","3,8",1
Aegilops caudata subsp. caudata,Euro+Med,Subspecies,,"2,8","4,4",1,"2,6","2,0",1,"8,4","2,2",1,"8,7","2,0",1,"8,1","3,8",1
Aegilops caudata subsp. polyathera,Euro+Med,Subspecies,,"3,6","4,4",1,"4,9","2,0",1,"7,1","2,2",1,"8,7","2,0",1,"8,1","1,9",1
Aegilops columnaris,Euro+Med,Species,,"3,6","4,4",1,"4,9","2,0",1,"9,8","1,1",1,"8,7","2,0",1,"8,1","1,9",1
Aegilops comosa,Euro+Med,Species,,"2,8","4,4",1,,,,,,,"8,7","2,0",1,"8,1","1,9",1
Aegilops comosa subsp. comosa,Euro+Med,Subspecies,,"2,8","4,4",1,,,,,,,"8,7","2,0",1,"8,1","1,9",1
Aegilops comosa subsp. heldreichii,Euro+Med,Subspecies,,"2,8","4,4",1,,,,,,,"8,7","2,0",1,"8,1","1,9",1
Aegilops cylindrica,Euro+Med,Species,,"2,2","4,3",12,"4,4","5,0",8,"6,1","4,2",9,"9,1","3,3",8,"6,0","4,8",11
Aegilops geniculata,Euro+Med,Species,,"2,9","5,5",4,"4,0","3,5",3,"7,4","3,1",4,"8,7","2,9",3,"6,5","5,7",4
Aegilops neglecta,Euro+Med,Species,,"1,8","4,4",7,"5,4","4,1",5,"7,0","3,6",6,"9,0","3,5",5,"7,4","5,0",6
Aegilops peregrina,Euro+Med,Species,,"3,6","4,4",1,"4,9","2,0",1,"8,4","2,2",1,"8,7","2,0",1,"8,1","1,9",1
Aegilops speltoides,Euro+Med,Species,,"4,2","2,2",1,"5,4","2,0",1,"5,3","1,9",1,"8,2","1,9",1,"7,3","2,3",1
Aegilops triuncialis,Euro+Med,Species,,"2,0","3,9",8,"5,3","5,5",6,"6,6","3,9",7,"9,0","3,3",6,"7,0","3,8",7
Aegilops umbellulata,Euro+Med,Species,,"3,6","4,4",1,"4,9","2,0",1,"7,1","2,2",1,"8,7","2,0",1,"7,6","1,9",1
Aegilops uniaristata,Euro+Med,Species,,"4,2","2,2",1,"5,4","2,0",1,"5,3","1,9",1,"9,4","1,9",1,"7,3","2,3",1
Aegilops ventricosa,Euro+Med,Species,,"1,5","3,5",3,"5,9","3,9",3,"6,0","3,3",3,"9,1","2,9",3,"7,4","3,2",3
Aegonychon calabricum,addition,,,"3,4","2,2",1,"3,1","2,0",1,"5,3","1,9",1,"4,7","1,9",1,"6,4","2,3",1
Aegonychon purpurocaeruleum,Euro+Med,Species,,"3,4","2,8",22,"3,9","3,6",17,"7,8","2,8",20,"4,9","3,7",17,"5,6","2,5",19
Aegopodium podagraria,Euro+Med,Species,,"5,1","3,0",25,"8,0","3,8",18,"6,5","3,0",21,"4,1","5,6",17,"4,0","3,2",16
Aeluropus lagopoides,Euro+Med,Species,,"4,3","4,6",2,"4,6","3,4",2,"8,6","2,6",2,"9,0","2,6",2,"9,3","3,2",2
Aeluropus littoralis,Euro+Med,Species,,"4,3","7,0",6,"6,2","5,9",4,"9,0","3,0",5,"9,1","2,2",4,"7,4","4,1",5
Aeonium arboreum,Euro+Med,Species,,"1,7","2,2",1,"0,8","2,0",1,"0,6","1,9",1,"9,4","1,9",1,"8,2","2,3",1
Aeonium decorum,Euro+Med,Species,,"1,7","2,2",1,"1,9","2,0",1,"5,3","1,9",1,"9,4","1,9",1,"8,2","2,3",1
Aeonium gomerense,Euro+Med,Species,,"1,7","2,2",1,"0,8","2,0",1,"1,8","1,9",1,"9,4","1,9",1,"8,2","2,3",1
Aeonium haworthii,Euro+Med,Species,,"1,7","2,2",1,"0,8","2,0",1,"0,6","1,9",1,"9,4","1,9",1,"8,2","2,3",1
Aeonium simsii,Euro+Med,Species,,"1,7","2,2",1,"0,8","2,0",1,"1,8","1,9",1,"9,4","1,9",1,"8,2","2,3",1
Aesculus flava,Euro+Med,Species,,,,,,,,,,,,,,"6,4","2,2",1
Aesculus hippocastanum,Euro+Med,Species,,"4,8","4,4",9,"6,4","5,7",10,"6,0","4,0",9,"4,5","5,7",10,"5,3","3,5",9
Aesculus pavia,Euro+Med,Species,,"4,1","2,5",1,"5,1","2,0",1,"4,9","1,9",1,"8,2","2,0",1,"6,1","3,9",2
Aesculus x carnea,addition,hyb.-sp.,TRUE,"4,1","2,5",1,"7,5","2,0",1,"4,9","1,9",1,"7,0","2,0",1,"5,2","2,1",1
Aetheorrhiza bulbosa,addition,,,"2,5","2,2",1,"4,2","2,0",1,"5,3","1,9",1,"7,0","1,9",1,"6,4","2,3",1
Aethionema arabicum,Euro+Med,Species,,"0,3","4,4",1,"1,4","2,0",1,"8,4","2,2",1,"8,7","2,0",1,"8,1","1,9",1
Aethionema saxatile,Euro+Med,Species,,"2,4","3,5",11,"2,3","3,0",8,"8,4","3,3",10,"8,6","3,4",7,"4,7","4,3",10
Aethionema saxatile subsp. creticum,Euro+Med,Subspecies,,"1,9","4,4",1,"1,4","2,0",1,"8,4","2,2",1,"8,7","2,0",1,"6,6","3,8",1
Aethionema saxatile subsp. ovalifolium,Euro+Med,Subspecies,,"2,4","2,1",2,"2,2","2,8",2,"7,4","2,2",2,"7,8","2,2",2,"2,5","5,7",2
Aethionema thomasianum,Euro+Med,Species,,"3,4","4,0",3,"2,1","2,7",3,"6,3","4,3",3,"7,6","2,5",3,"3,2","4,3",3
Aethusa cynapium,Euro+Med,Species,,"4,5","2,9",19,"6,8","4,5",18,"7,3","3,5",18,"5,9","3,7",17,"4,2","3,1",17
Aethusa cynapium subsp. cynapium,Euro+Med,Subspecies,,"4,4","3,1",6,"6,8","3,1",5,"7,3","4,8",6,"6,5","3,0",4,"4,2","3,1",6
Aethusa cynapium subsp. elata,Euro+Med,Subspecies,,"4,7","3,4",5,"7,7","2,9",5,"6,8","3,0",5,"4,9","3,8",5,"4,6","3,2",5
Agapanthus praecox,Euro+Med,Species,,"5,2","2,6",1,,,,,,,,,,,,
Agastache rugosa,addition,,,"4,3","2,5",1,"7,1","1,8",1,,,,"7,4","1,6",1,"5,2","1,9",1
Agasyllis latifolia,Euro+Med,Species,,"5,7","2,0",1,"4,9","1,4",1,"5,7","1,2",1,"3,3","1,7",1,"2,5","1,6",1
Agave americana,Euro+Med,Species,,"2,0","4,4",3,"4,7","5,3",3,"6,8","5,0",3,"8,6","3,1",3,"7,7","3,3",3
Agave salmiana,Euro+Med,Species,,"1,7","2,2",1,"1,9","2,0",1,,,,"9,4","1,9",1,"8,2","2,3",1
Agave sisalana,Euro+Med,Species,,"1,7","2,2",1,"1,9","2,0",1,,,,"9,4","1,9",1,"8,2","2,3",1
Ageratina adenophora,Euro+Med,Species,,"6,0","4,6",2,"7,3","2,2",2,"7,8","3,2",2,"6,0","3,5",2,"4,7","8,3",2
Ageratum houstonianum,Euro+Med,Species,,"4,8","1,9",1,"5,0","2,0",1,"5,4","1,8",1,"7,6","1,8",1,"6,7","2,1",1
Agrimonia eupatoria,Euro+Med,Species,,"3,7","3,4",26,"4,6","4,1",20,"7,4","3,1",23,"6,8","4,3",20,"4,8","3,8",22
Agrimonia eupatoria subsp. eupatoria,Euro+Med,Subspecies,,"3,3","2,7",5,"4,1","2,3",4,"7,9","2,6",5,"6,6","2,9",4,"4,4","2,6",5
Agrimonia eupatoria subsp. grandis,Euro+Med,Subspecies,,"3,9","2,9",3,"4,1","4,0",2,"6,4","2,2",3,"5,8","3,7",2,"4,9","4,2",3
Agrimonia pilosa,Euro+Med,Species,,"4,1","2,4",5,"4,8","4,0",2,"6,3","2,9",3,"5,1","4,7",3,"4,1","4,3",4
Agrimonia procera,Euro+Med,Species,,"4,4","3,1",17,"5,1","3,5",12,"6,2","3,2",15,"5,3","4,3",13,"4,4","2,8",12
Agrimonia repens,Euro+Med,Species,,"4,6","2,4",3,"5,3","2,5",2,"6,2","3,1",3,"5,5","2,1",2,"4,1","4,6",3
Agrimonia x wirtgenii,addition,hyb.-sp.,TRUE,"4,1","2,5",1,"3,9","2,0",1,"7,3","1,9",1,"5,7","2,0",1,"4,2","2,1",1
Agriophyllum squarrosum,Euro+Med,Species,,"1,9","2,0",1,,,,,,,,,,,,
Agropyron cristatum,Euro+Med,Species,,"3,1","4,1",2,"2,1","7,4",2,"6,2","4,6",2,"8,3","1,9",2,"5,1","2,1",2
Agropyron cristatum subsp. brandzae,Euro+Med,Subspecies,,"2,2","2,1",1,,,,"6,4","1,7",1,,,,"4,9","2,2",1
Agropyron cristatum subsp. cristatum,Euro+Med,Subspecies,,"2,9","2,1",1,,,,"6,4","1,7",1,,,,"5,8","2,2",1
Agropyron cristatum subsp. pectinatum,Euro+Med,Subspecies,,"2,4","4,5",10,"2,8","4,5",7,"7,3","4,3",7,"8,2","2,9",7,"5,0","3,4",8
Agropyron cristatum subsp. ponticum,Euro+Med,Subspecies,,"2,4","4,6",2,"2,5","4,7",1,"6,8","3,0",2,"8,8","1,2",1,"6,0","1,8",2
Agropyron dasyanthum,Euro+Med,Species,,"3,2","4,4",1,"2,5","4,7",1,"5,7","5,4",1,"8,8","1,2",1,"5,2","1,2",1
Agropyron desertorum,Euro+Med,Species,,"2,0","5,5",4,"5,2","7,1",3,"8,4","3,4",3,"8,6","2,7",3,"5,3","3,3",3
Agropyron fragile subsp. sibiricum,Euro+Med,Subspecies,,"3,0","6,3",1,,,,,,,,,,,,
Agropyron pectinatum agg.,addition,Species Aggregate.,,"1,4","1,9",1,"5,0","4,0",1,"9,8","1,8",1,"7,6","1,8",1,"5,0","4,2",1
Agrostemma githago,Euro+Med,Species,,"3,9","4,6",17,"5,3","5,0",16,"6,1","5,1",17,"7,5","3,3",18,"4,7","4,9",15
Agrostis alpina,Euro+Med,Species,,"4,4","3,5",11,"3,8","4,4",8,"6,0","3,7",9,"8,5","2,2",8,"1,0","2,7",9
Agrostis alpina agg.,addition,Species Aggregate.,,"3,1","3,9",1,"2,6","2,0",1,"7,6","1,8",1,"7,6","1,8",1,"1,7","4,2",1
Agrostis canina,Euro+Med,Species,,"6,6","4,3",23,"2,1","3,8",19,"3,0","3,4",20,"7,6","4,5",16,"3,7","3,6",14
Agrostis canina agg.,addition,Species Aggregate.,,"5,2","5,4",4,"2,1","3,0",2,"3,5","3,7",4,"7,0","2,7",3,"4,4","3,0",3
Agrostis canina subsp. canina,Euro+Med,Subspecies,,"6,1","3,4",2,"1,6","2,0",1,"2,6","1,9",1,"7,0","2,0",1,"4,2","2,1",1
Agrostis capillaris,Euro+Med,Species,,"4,2","4,6",24,"3,7","4,0",22,"3,5","3,5",24,"6,7","3,7",20,"3,9","3,9",16
Agrostis capillaris agg. s. l.,addition,Species Aggregate. s.l.,,"5,6","3,9",1,"5,0","4,0",1,"6,3","5,4",1,"5,4","3,7",1,"3,4","4,2",1
Agrostis capillaris subsp. capillaris,Euro+Med,Subspecies,,"4,1","2,5",1,"3,9","2,0",1,"3,8","1,9",1,"7,0","2,0",1,"4,2","2,1",1
Agrostis capillaris subsp. oreophila,Euro+Med,Subspecies,,"4,1","2,5",1,"5,1","2,0",1,"3,8","1,9",1,"8,2","2,0",1,"2,3","2,1",1
Agrostis castellana,Euro+Med,Species,,"3,9","5,9",6,"3,2","4,9",6,"4,7","4,8",6,"8,0","2,5",6,"5,2","4,0",6
Agrostis clavata,Euro+Med,Species,,"4,9","3,8",2,"4,0","1,8",1,"5,1","1,7",1,"7,0","3,7",2,"2,7","3,5",2
Agrostis curtisii,Euro+Med,Species,,"4,4","4,9",5,"1,2","2,7",4,"2,0","3,3",4,"7,7","2,9",4,"4,5","3,0",3
Agrostis gigantea,Euro+Med,Species,,"5,9","4,5",19,"6,2","4,3",17,"6,6","5,1",17,"6,7","3,9",16,"4,0","3,7",13
Agrostis gigantea subsp. gigantea,Euro+Med,Subspecies,,"5,2","2,1",1,,,,"7,4","1,7",1,,,,"4,2","6,6",1
Agrostis gigantea subsp. moldavica,Euro+Med,Subspecies,,"5,9","2,1",1,,,,"7,4","1,7",1,,,,"4,9","2,2",1
Agrostis hesperica,Euro+Med,Species,,"6,4","4,6",4,"2,1","2,9",3,"3,0","2,3",3,"7,9","2,5",3,"4,0","2,2",3
Agrostis hyemalis,Euro+Med,Species,,"6,6","2,5",1,,,,"3,6","1,9",1,"8,2","2,1",1,"4,6","2,3",1
Agrostis lachnantha,Euro+Med,Species,,"5,9","2,5",1,"2,8","2,0",1,"3,8","1,9",1,"8,2","2,0",1,"5,2","2,1",1
Agrostis mertensii,Euro+Med,Species,,"5,0","4,7",3,"2,2","5,0",2,"5,0","3,5",2,"8,4","3,5",2,"1,3","2,0",2
Agrostis rupestris,Euro+Med,Species,,"3,7","3,0",13,"1,3","3,3",10,"2,2","3,3",11,"8,1","2,7",10,"1,0","2,8",11
Agrostis rupestris subsp. pyrenaica,Euro+Med,Subspecies,,"4,1","2,5",1,"0,4","2,0",1,"0,3","1,9",1,"8,2","2,0",1,"0,4","2,1",1
Agrostis rupestris subsp. rupestris,Euro+Med,Subspecies,,"3,4","2,6",2,"0,4","2,2",2,"1,3","2,2",2,"8,2","2,1",2,"1,2","2,4",2
Agrostis sabulicola,Euro+Med,Species,,"4,0","2,7",1,"4,7","4,7",1,"6,0","3,6",1,"8,8","1,2",1,"5,2","1,2",1
Agrostis scabra,Euro+Med,Species,,"5,3","4,6",3,"5,7","4,9",2,"5,3","4,4",3,"8,0","3,1",3,"4,3","4,0",3
Agrostis schleicheri,Euro+Med,Species,,"4,1","4,0",8,"2,9","3,6",7,"7,0","3,9",7,"8,2","2,8",7,"1,0","3,8",7
Agrostis schraderiana,Euro+Med,Species,,"4,6","4,0",6,"5,0","4,4",5,"4,6","4,7",5,"7,3","5,2",5,"1,2","4,0",5
Agrostis stolonifera,Euro+Med,Species,,"5,8","4,2",20,"5,3","4,4",19,"6,0","5,5",15,"7,7","3,0",17,"4,2","6,0",12
Agrostis stolonifera agg.,addition,Species Aggregate.,,"5,6","4,3",5,"5,1","2,1",2,"6,6","4,1",3,"6,7","2,4",2,"4,2","4,0",3
Agrostis stolonifera subsp. maritima,Euro+Med,Subspecies,,"6,0","3,4",3,"6,0","2,9",2,"7,6","7,8",2,"7,6","2,9",2,"6,1","10,0",2
Agrostis stolonifera subsp. scabriglumis,Euro+Med,Subspecies,,"5,8","2,2",1,"6,5","2,0",1,"7,6","1,9",1,"8,2","1,9",1,"6,4","2,3",1
Agrostis stolonifera subsp. stolonifera,Euro+Med,Subspecies,,"5,9","2,2",2,"5,4","1,9",1,"6,3","5,4",2,"8,2","2,1",1,"4,1","7,1",2
Agrostis stolonifera subsp. straminea,Euro+Med,Subspecies,,"5,4","2,6",1,"4,3","4,1",1,"9,8","2,2",1,"7,9","2,2",1,"2,2","2,2",1
Agrostis tileni,Euro+Med,Species,,"2,3","3,0",2,"2,3","2,9",2,"2,7","2,7",2,"8,8","3,2",2,"1,8","3,7",2
Agrostis vinealis,Euro+Med,Species,,"3,2","5,1",20,"2,0","4,5",14,"3,1","4,6",15,"7,8","4,2",14,"4,6","4,0",13
Agrostis vinealis subsp. planifolia,Euro+Med,Subspecies,,"4,4","2,0",1,"3,4","1,4",1,"5,7","1,2",1,"7,4","1,7",1,"3,7","1,6",1
Ailanthus altissima,Euro+Med,Species,,"4,0","4,0",12,"7,3","5,5",12,"6,6","4,5",11,"7,1","5,1",12,"6,1","3,4",12
Aira caryophyllea,Euro+Med,Species,,"2,3","2,9",17,"1,8","4,5",14,"3,6","3,5",16,"8,9","3,6",14,"4,9","4,4",14
Aira caryophyllea agg.,addition,Species Aggregate.,,"1,4","1,9",1,"2,6","4,0",1,"3,2","1,8",1,"9,8","1,8",1,"6,7","4,2",1
Aira caryophyllea subsp. caryophyllea,Euro+Med,Subspecies,,"1,9","2,3",1,"1,0","1,9",1,"3,5","1,9",1,"9,4","2,1",1,"4,6","2,3",1
Aira caryophyllea subsp. plesiantha,Euro+Med,Subspecies,,"2,0","3,1",2,"2,3","2,6",2,"4,2","3,8",2,"9,6","2,2",2,"6,1","2,7",2
Aira cupaniana,Euro+Med,Species,,"1,6","2,2",2,"0,5","4,4",2,"3,1","3,8",2,"8,5","4,4",3,"7,0","2,7",2
Aira elegans,Euro+Med,Species,,"2,5","3,6",3,"3,5","4,9",2,"7,3","1,5",2,"7,4","3,6",2,"5,7","3,8",2
Aira elegans subsp. ambigua,Euro+Med,Subspecies,,"2,8","4,4",1,"1,4","2,0",1,"5,7","2,2",1,"8,7","2,0",1,"7,1","1,9",1
Aira elegantissima,Euro+Med,Species,,"2,2","3,3",6,"1,0","3,8",5,"3,1","5,7",6,"9,3","3,0",4,"6,0","3,7",6
Aira elegantissima subsp. elegantissima,Euro+Med,Subspecies,,"1,9","4,4",1,"1,4","2,0",1,"5,7","2,2",1,"7,5","2,0",1,"7,6","3,8",1
Aira praecox,Euro+Med,Species,,"2,2","2,9",13,"1,5","4,0",11,"2,2","3,8",12,"8,8","2,9",12,"4,8","2,8",11
Aira provincialis,Euro+Med,Species,,"1,7","2,2",1,"0,8","2,0",1,"2,9","1,9",1,"8,2","1,9",1,"7,3","2,3",1
Aira tenorei,Euro+Med,Species,,"1,4","1,9",1,"2,6","2,0",1,"3,2","1,8",1,"9,8","1,8",1,"6,7","2,1",1
Airopsis tenella,Euro+Med,Species,,"1,7","2,2",1,"0,8","2,0",1,"4,1","1,9",1,"8,2","1,9",1,"6,4","2,3",1
Aizoanthemopsis hispanica,Euro+Med,Species,,"0,6","5,0",2,"5,7","4,5",2,"8,0","2,9",2,"9,6","2,3",2,"8,9","2,3",2
Ajuga chamaepitys,Euro+Med,Species,,"3,2","2,6",17,"2,9","3,8",16,"8,9","2,8",16,"7,4","2,3",15,"5,7","3,5",15
Ajuga chamaepitys subsp. chamaepitys,Euro+Med,Subspecies,,"3,2","3,0",3,"4,5","3,1",2,"7,8","4,7",3,"7,6","3,1",2,"5,8","3,0",3
Ajuga chamaepitys subsp. chia,Euro+Med,Subspecies,,"2,6","5,0",4,"4,8","5,4",2,"8,5","4,2",2,"7,8","2,6",3,"6,6","4,2",3
Ajuga genevensis,Euro+Med,Species,,"3,1","3,4",23,"3,1","4,3",17,"7,2","3,1",20,"7,1","4,1",17,"4,5","4,6",17
Ajuga iva,Euro+Med,Species,,"2,6","4,7",3,"4,3","4,3",3,"8,2","2,8",3,"8,4","2,3",3,"7,2","3,2",3
