"SIVIMID","CANTEUNIS","Original","Alliance","Order","Class","Area","Year","Longitude","Latitude","Accuracy","Elevation"
"T-P05161","V10X","Fumario capreolatae-Veronicetum persicae","Oxalidion europeae","Aperetalia spicae-venti","Papaveretea rhoeadis",10,1995,-3.447764035,43.45517509,"1 - UTM1x1 + Elevation",150
"R-P22255","V10X","Chrysantemo segeti-Raphanetum raphanistri","Oxalidion europeae","Aperetalia spicae-venti","Papaveretea rhoeadis",80,1999,-8.11606147,41.92984124,"1 - UTM1x1 + Elevation",500
"T-P23946","V10X","Oxalidi latifoliae-Veronicetum persicae","Oxalidion europeae","Aperetalia spicae-venti","Papaveretea rhoeadis",15,1982,-2.494337986,43.06233053,"3 - UTM10x10 + Elevation",180
"U-P00623","V10X","Holosteo umbellati-Veronicetum persicae","Oxalidion europeae","Aperetalia spicae-venti","Papaveretea rhoeadis",10,2002,-4.986331844,42.80127568,"1 - UTM1x1 + Elevation",990
"Q-P10087","V10X","Comunidad de Lamium amplexicaule y Stellaria media","Oxalidion europeae","Aperetalia spicae-venti","Papaveretea rhoeadis",4,2000,-6.899963984,41.72015921,"3 - UTM10x10 + Elevation",900
"T-P22455","V10X","Fumario capreolatae-Veronicetum persicae","Oxalidion europeae","Aperetalia spicae-venti","Papaveretea rhoeadis",50,1986,-5.836058823,43.30381933,"3 - UTM10x10 + Elevation",150
"Q-P10082","V10X","Comunidad de Lamium amplexicaule y Stellaria media","Oxalidion europeae","Aperetalia spicae-venti","Papaveretea rhoeadis",2,2000,-6.800658553,41.91079012,"3 - UTM10x10 + Elevation",1000
"S-P18303","V10X","Polygono-Chenopodion polyspermi","Oxalidion europeae","Aperetalia spicae-venti","Papaveretea rhoeadis",20,1974,-5.920211322,43.15583543,"1 - UTM1x1 + Elevation",880
"T-P12086","V10X","Holosteo umbellati-Veronicetum persicae","Oxalidion europeae","Aperetalia spicae-venti","Papaveretea rhoeadis",50,1988,-6.755406046,42.57320459,"3 - UTM10x10 + Elevation",480
"S-P15104","V10X",NA,"Oxalidion europeae","Aperetalia spicae-venti","Papaveretea rhoeadis",100,NA,-1.94469701,43.3161161,"2 - UTM1x1 + Centroid",80
"T-P23943","V10X","Oxalidi latifoliae-Veronicetum persicae","Oxalidion europeae","Aperetalia spicae-venti","Papaveretea rhoeadis",20,1982,-2.412563988,43.13758116,"3 - UTM10x10 + Elevation",160
"T-P23944","V10X","Oxalidi latifoliae-Veronicetum persicae","Oxalidion europeae","Aperetalia spicae-venti","Papaveretea rhoeadis",10,1982,-2.371630391,43.2922448,"3 - UTM10x10 + Elevation",90
"R-P23967","V10X","Oxalidi latifoliae-Veronicetum persicae","Oxalidion europeae","Aperetalia spicae-venti","Papaveretea rhoeadis",40,1986,-6.789903594,42.33795834,"3 - UTM10x10 + Elevation",980
"Q-P10083","V10X","Comunidad de Lamium amplexicaule y Stellaria media","Oxalidion europeae","Aperetalia spicae-venti","Papaveretea rhoeadis",2,2000,-6.761711225,41.86344897,"3 - UTM10x10 + Elevation",630
"T-P05155","V10X","Fumario capreolatae-Veronicetum persicae","Oxalidion europeae","Aperetalia spicae-venti","Papaveretea rhoeadis",100,1995,-3.482028566,43.41181472,"3 - UTM10x10 + Elevation",8
"T-P05147","V10X","Lamio (hybridi) dissecti-Panicetum crus-galli","Oxalidion europeae","Aperetalia spicae-venti","Papaveretea rhoeadis",30,1995,-3.535722506,43.33773909,"2 - UTM1x1 + Centroid",50
"T-P33533","V10X","Chrysanthemum segetum-Raphanetum","Oxalidion europeae","Aperetalia spicae-venti","Papaveretea rhoeadis",NA,1959,-8.565490736,42.84510544,"3 - UTM10x10 + Elevation",300
"Q-P14973","V10X","Linario amethysteae-Calenduletum arvensis","Oxalidion europeae","Aperetalia spicae-venti","Papaveretea rhoeadis",15,1982,-7.697423813,42.56180448,"3 - UTM10x10 + Elevation",390
"S-P15103","V10X",NA,"Oxalidion europeae","Aperetalia spicae-venti","Papaveretea rhoeadis",200,NA,-1.83369564,43.31683888,"1 - UTM1x1 + Elevation",125
"T-P23947","V10X","Oxalidi latifoliae-Veronicetum persicae","Oxalidion europeae","Aperetalia spicae-venti","Papaveretea rhoeadis",20,1982,-2.162382879,43.26929286,"3 - UTM10x10 + Elevation",10
"T-P22436","V10X","Fumario capreolatae-Veronicetum persicae","Oxalidion europeae","Aperetalia spicae-venti","Papaveretea rhoeadis",100,1986,-3.427544305,43.39222163,"3 - UTM10x10 + Elevation",220
"R-P24686","V10X","Galio aparinellae-Anthriscetum caucalidis","Oxalidion europeae","Aperetalia spicae-venti","Papaveretea rhoeadis",5,2012,-6.501583283,42.30391603,"1 - UTM1x1 + Elevation",815
"Q-P09812","R554","Bidenti tripartitae-Polygonetum lapathifolii","Paspalo-Agrostion semiverticillati","Paspalo-Heleochloetalia","Bidentetea",12,2000,-6.61857634,41.83535117,"4 - UTM10x10 + Centroid",600
"Q-P09811","R554","Bidenti tripartitae-Polygonetum lapathifolii","Paspalo-Agrostion semiverticillati","Paspalo-Heleochloetalia","Bidentetea",12,2000,-6.80007697,41.85646934,"4 - UTM10x10 + Centroid",590
"T-P07856","R554","Paspalo-Agrostietum semiverticillatae","Paspalo-Agrostion semiverticillati","Paspalo-Heleochloetalia","Bidentetea",10,1999,-1.689401664,42.79839867,"3 - UTM10x10 + Elevation",390
"T-P07850","R554","Paspalo-Agrostietum semiverticillatae","Paspalo-Agrostion semiverticillati","Paspalo-Heleochloetalia","Bidentetea",20,1999,NA,NA,"5 - UTMs missing from DEM",350
"Q-P10408","R554","Comunidad de Paspalum paspalodes","Paspalo-Agrostion semiverticillati","Paspalo-Heleochloetalia","Bidentetea",12,2000,-6.61857634,41.83535117,"4 - UTM10x10 + Centroid",600
"T-P07857","R554","Paspalo-Agrostietum semiverticillatae","Paspalo-Agrostion semiverticillati","Paspalo-Heleochloetalia","Bidentetea",15,1999,-1.665066826,42.7927144,"3 - UTM10x10 + Elevation",390
"T-P07841","R554","Paspalo-Agrostietum semiverticillatae","Paspalo-Agrostion semiverticillati","Paspalo-Heleochloetalia","Bidentetea",10,1999,NA,NA,"5 - UTMs missing from DEM",340
"Q-P10407","R554","Comunidad de Paspalum paspalodes","Paspalo-Agrostion semiverticillati","Paspalo-Heleochloetalia","Bidentetea",12,2000,-6.80007697,41.85646934,"4 - UTM10x10 + Centroid",590
"T-P07859","R554","Paspalo-Agrostietum semiverticillatae","Paspalo-Agrostion semiverticillati","Paspalo-Heleochloetalia","Bidentetea",6,1999,-1.824353868,42.90432396,"1 - UTM1x1 + Elevation",440
"T-P07860","R554","Paspalo-Agrostietum semiverticillatae","Paspalo-Agrostion semiverticillati","Paspalo-Heleochloetalia","Bidentetea",30,1999,-1.603095485,42.82979684,"1 - UTM1x1 + Elevation",420
"T-P07852","R554","Paspalo-Agrostietum semiverticillatae","Paspalo-Agrostion semiverticillati","Paspalo-Heleochloetalia","Bidentetea",30,1999,-1.613081875,42.8209131,"1 - UTM1x1 + Elevation",420
"T-P07851","R554","Paspalo-Agrostietum semiverticillatae","Paspalo-Agrostion semiverticillati","Paspalo-Heleochloetalia","Bidentetea",40,1999,-1.865425645,42.78764921,"4 - UTM10x10 + Centroid",370
"T-P07838","R554","Paspalo-Agrostietum semiverticillatae","Paspalo-Agrostion semiverticillati","Paspalo-Heleochloetalia","Bidentetea",10,1999,NA,NA,"5 - UTMs missing from DEM",340
"T-P07855","R554","Paspalo-Agrostietum semiverticillatae","Paspalo-Agrostion semiverticillati","Paspalo-Heleochloetalia","Bidentetea",15,1999,-1.662738271,42.78728409,"3 - UTM10x10 + Elevation",390
"T-P07961","R554","Xanthio-Polygonetum persicariae","Paspalo-Agrostion semiverticillati","Paspalo-Heleochloetalia","Bidentetea",15,1999,-1.662544403,42.79628705,"3 - UTM10x10 + Elevation",390
"T-P07858","R554","Paspalo-Agrostietum semiverticillatae","Paspalo-Agrostion semiverticillati","Paspalo-Heleochloetalia","Bidentetea",10,1999,-1.829320867,42.90077282,"2 - UTM1x1 + Centroid",420
"S-P20442","V34Y","Lolio-Plantaginetum majoris","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",2,1972,-8.79259593,42.18386796,"3 - UTM10x10 + Elevation",40
"R-P24613","V34Y","Crassulo tillaeae-Saginetum apetalae","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",1,2012,-6.78970925,42.41540135,"1 - UTM1x1 + Elevation",395
"U-P15818","V34Y","Polycarpo tetraphylli-Cotuletum australis","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",1,1990,-8.341103599,41.50476726,"4 - UTM10x10 + Centroid",20
"Q-P09989","V34Y","Crassulo tillaeae-Saginetum apetalae","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",1,2000,-6.766626048,41.8650886,"3 - UTM10x10 + Elevation",640
"R-P24609","V34Y","Crassulo tillaeae-Saginetum apetalae","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",NA,2012,-6.76577691,42.4215937,"1 - UTM1x1 + Elevation",407
"R-P24608","V34Y","Crassulo tillaeae-Saginetum apetalae","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",1,2012,-6.620773945,42.3938561,"1 - UTM1x1 + Elevation",1026
"U-P15821","V34Y","Polycarpo tetraphylli-Cotuletum australis","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",2,1990,-8.341103599,41.50476726,"4 - UTM10x10 + Centroid",20
"R-P24611","V34Y","Crassulo tillaeae-Saginetum apetalae","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",2,2012,-6.763566405,42.4252681,"1 - UTM1x1 + Elevation",430
"S-P18271","V34Y","Asociación de Lolium perenne-Plantago major","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",20,1974,-5.901270464,43.27517071,"2 - UTM1x1 + Centroid",210
"R-P22312","V34Y","Crassulo tillaeae-Saginetum apetalae","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",1,1999,-7.955889587,41.94768821,"2 - UTM1x1 + Centroid",450
"R-P24607","V34Y","Crassulo tillaeae-Saginetum apetalae","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",5,2012,-6.811756281,42.418271,"1 - UTM1x1 + Elevation",452
"T-P15264","V34Y","Poo annuae-Spergularietum salinae","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",1,1988,-6.708298223,43.53800992,"4 - UTM10x10 + Centroid",71
"R-P22301","V34Y","Polygono arenastri-Matricarietum matricarioidis","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",2,1999,-8.110178932,41.85627969,"1 - UTM1x1 + Elevation",390
"R-P22300","V34Y","Polygono arenastri-Matricarietum matricarioidis","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",2,1999,-8.110178932,41.85627969,"1 - UTM1x1 + Elevation",390
"T-P05322","V34Y","Lolio-Plantaginetum majoris","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",2,1995,-3.568969875,43.19890708,"1 - UTM1x1 + Elevation",550
"R-P24606","V34Y","Crassulo tillaeae-Saginetum apetalae","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",1,2012,-6.769658267,42.40525832,"1 - UTM1x1 + Elevation",742
"T-P15256","V34Y","Poo annuae-Spergularietum salinae","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",2,1988,-4.419290768,43.36986165,"4 - UTM10x10 + Centroid",59
"R-P22314","V34Y","Crassulo tillaeae-Saginetum apetalae","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",1,1999,-8.202905451,41.90072054,"1 - UTM1x1 + Elevation",570
"R-P24610","V34Y","Crassulo tillaeae-Saginetum apetalae","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",5,2012,-6.773378052,42.42674593,"1 - UTM1x1 + Elevation",439
"R-P24612","V34Y","Crassulo tillaeae-Saginetum apetalae","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",1,2012,-6.763566405,42.4252681,"1 - UTM1x1 + Elevation",463
"Q-P10003","V34Y","Comunidad de Spergularia purpurea y Plantago coronopus","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",1,2000,-6.75941207,41.86532531,"3 - UTM10x10 + Elevation",670
"Q-P09987","V34Y","Crassulo tillaeae-Saginetum apetalae","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",1,2000,-6.80007697,41.85646934,"4 - UTM10x10 + Centroid",600
"Q-P09986","V34Y","Crassulo tillaeae-Saginetum apetalae","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",1,2000,-6.827197264,41.74962379,"3 - UTM10x10 + Elevation",840
"R-P22313","V34Y","Crassulo tillaeae-Saginetum apetalae","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",1,1999,-8.052735922,41.92184909,"2 - UTM1x1 + Centroid",810
"T-P15262","V34Y","Poo annuae-Spergularietum salinae","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",1,1988,-6.090129678,43.53291119,"4 - UTM10x10 + Centroid",122
"S-P20450","V34Y","Lolio-Plantaginetum majoris","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",2,1972,-8.75972483,42.32775914,"3 - UTM10x10 + Elevation",30
"T-P15251","V34Y","Poo annuae-Spergularietum salinae","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",1,1988,-3.222548315,43.36756967,"4 - UTM10x10 + Centroid",52
"R-P24600","V34Y","Polygono arenastri-Matricarietum discoideae","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",1,2012,-6.815298298,42.39654291,"1 - UTM1x1 + Elevation",738
"T-P05141","V34Y","Poo annuae-Spergularietum salinae","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",1,1995,-3.489120472,43.37216502,"1 - UTM1x1 + Elevation",2
"NEW-OMAR-BA20","V34Y","Comunidad de Poa annua","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",1,1981,-5.694921052,43.32559713,"500",225
"R-P23965","V34Y","Crassulo tillaeae-Saginetum apetalae","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",NA,1986,-6.814019475,42.33535669,"3 - UTM10x10 + Elevation",660
"T-P22442","V34Y","Fumario capreolatae-Veronicetum persicae","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",50,1986,-4.419710551,43.36800013,"3 - UTM10x10 + Elevation",5
"T-P15266","V34Y","Polygono-Coronopetum squamati","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",1,1988,-4.363435165,43.3902954,"3 - UTM10x10 + Elevation",10
"T-P15258","V34Y","Poo annuae-Spergularietum salinae","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",1,1988,-5.046636726,43.44615064,"4 - UTM10x10 + Centroid",57
"NEW-OMAR-RE27","V34Y","Comunidad de Poa annua","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",3,1981,-5.669491805,43.30818588,"500",225
"T-P15259","V34Y","Poo annuae-Spergularietum salinae","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",2,1988,-5.311596575,43.52094319,"4 - UTM10x10 + Centroid",121
"T-P15249","V34Y","Poo annuae-Spergularietum salinae","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",1,1988,-1.946976419,43.2963547,"4 - UTM10x10 + Centroid",66
"Q-P09993","V34Y","Crassulo tillaeae-Saginetum apetalae","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",3,2000,-6.632766489,41.88381447,"3 - UTM10x10 + Elevation",640
"T-P15252","V34Y","Poo annuae-Spergularietum salinae","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",1,1988,-3.821186692,43.46727446,"4 - UTM10x10 + Centroid",21
"T-P15238","V34Y","Polygono-Matricarietum matricarioidis","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",1,1988,-4.461834886,43.37467283,"3 - UTM10x10 + Elevation",5
"Q-P09992","V34Y","Crassulo tillaeae-Saginetum apetalae","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",1,2000,-6.727000541,41.88799461,"3 - UTM10x10 + Elevation",650
"Q-P09991","V34Y","Crassulo tillaeae-Saginetum apetalae","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",2,2000,-6.61857634,41.83535117,"4 - UTM10x10 + Centroid",620
"T-P15255","V34Y","Poo annuae-Spergularietum salinae","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",1,1988,-4.419290768,43.36986165,"4 - UTM10x10 + Centroid",59
"T-P15254","V34Y","Poo annuae-Spergularietum salinae","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",1,1988,-3.821186692,43.46727446,"4 - UTM10x10 + Centroid",21
"R-P23912","V34Y","Lolio-Plantaginetum majoris","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",10,1986,-6.864005268,42.3192739,"3 - UTM10x10 + Elevation",1040
"T-P15265","V34Y","Poo annuae-Spergularietum salinae","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",1,1988,-6.949739134,43.54130303,"4 - UTM10x10 + Centroid",47
"U-P15822","V34Y","Polycarpo tetraphylli-Cotuletum australis","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",4,1990,-8.558109648,42.04967039,"3 - UTM10x10 + Elevation",3
"S-P20434","V34Y","Lolio-Plantaginetum majoris","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",2,1972,-8.838762822,42.26433616,"3 - UTM10x10 + Elevation",30
"Xixon18","V34Y","N3","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",16,2023,-5.6762466,43.5292116,"1",NA
"T-P15260","V34Y","Poo annuae-Spergularietum salinae","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",1,1988,-5.984658559,43.53591033,"4 - UTM10x10 + Centroid",108
"R-P22310","V34Y","Crassulo tillaeae-Saginetum apetalae","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",1,1999,-8.08254135,41.90252427,"1 - UTM1x1 + Elevation",410
"T-P05138","V34Y","Poo annuae-Spergularietum salinae","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",2,1995,-3.425452985,43.44625591,"3 - UTM10x10 + Elevation",6
"R-P24605","V34Y","Crassulo tillaeae-Saginetum apetalae","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",1,2012,-6.8092218,42.41655453,"1 - UTM1x1 + Elevation",416
"R-P22311","V34Y","Crassulo tillaeae-Saginetum apetalae","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",2,1999,-8.07759526,41.90094306,"1 - UTM1x1 + Elevation",410
"T-P15250","V34Y","Poo annuae-Spergularietum salinae","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",1,1988,-3.222548315,43.36756967,"4 - UTM10x10 + Centroid",52
"T-P05140","V34Y","Poo annuae-Spergularietum salinae","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",1,1995,-3.407945866,43.41570476,"1 - UTM1x1 + Elevation",4
"Q-P09995","V34Y","Crassulo tillaeae-Saginetum apetalae","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",4,2000,-6.613956586,41.93483594,"1 - UTM1x1 + Elevation",770
"R-P23962","V34Y","Crassulo tillaeae-Saginetum apetalae","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",NA,1986,-6.778597476,42.31131908,"3 - UTM10x10 + Elevation",1100
"R-P23907","V34Y","Lolio-Plantaginetum majoris","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",1,1986,-6.805884296,42.32122055,"3 - UTM10x10 + Elevation",1000
"T-P15257","V34Y","Poo annuae-Spergularietum salinae","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",2,1988,-5.046636726,43.44615064,"4 - UTM10x10 + Centroid",57
"R-P15163","V34Y","Polygono-Matricarietum matricarioidis","Polycarpion tetraphylli","Polygono arenastri-Poetalia annuae","Polygono-Poetea annuae",3,1983,-2.398831686,43.03305274,"1 - UTM1x1 + Elevation",240
