"","SIVIMID","X","Sintaxon","Relevé.number","Revised.alliance","EUNIS2020","Aspect","Slope","Area","Year","DEG_LON","DEG_LAT","Accuracy","Elevation","Alliance","Class","Semisupervised","Revised.class"
"625","U-P00649",2440,"Geranio robertiani-Cariolophetum sempervirentis",988,"Alliarienion petiolatae","V39","",NA,10,"2002",-4.94031511,42.89391527,"3 - UTM10x10 + Elevation",1370,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"626","U-P00651",2441,"Urtico dioicae-Sambucetum ebuli",989,"Balloto-Conion maculati","R57","NW",15,20,"2002",-5.120104993,42.85110449,"1 - UTM1x1 + Elevation",980,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"627","U-P00667",2442,"Trifolio medii-Lathyretum nigri",600667,"Alliarienion petiolatae","R55","",NA,100,"2002",-4.963882126,42.86469766,"1 - UTM1x1 + Elevation",1080,"Linarion triornithophorae","Trifolio-Geranietea sanguinei",0,"Epilobietea angustifolii"
"628","U-P05018",2446,"Oxalido acetosellae-Geranietum robertiani",990,"Alliarienion petiolatae","R","",NA,6,"2005",-2.396940742,42.97541048,"1 - UTM1x1 + Elevation",740,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"629","U-P05024",2447,"Geranietum robertiano-lucidi",991,"Alliarienion petiolatae","V39","",NA,6,"2005",-1.862386131,42.83446799,"1 - UTM1x1 + Elevation",850,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"630","U-P06048",2448,"Senecioni duriaei-Chenopodietum boni-henrici",992,"Arction lappae","V37","",NA,10,"1988",-5.397736603,42.87804133,"3 - UTM10x10 + Elevation",1050,"Arction lappae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"631","U-P06052",2452,"Centaureetum cyani",995,"Arction lappae","V15","",NA,30,"1988",-5.331672032,42.8794066,"3 - UTM10x10 + Elevation",1080,"Scleranthion annui","Papaveretea rhoeadis",0,"Epilobietea angustifolii"
"632","U-P06053",2453,"Sisymbrio officinalis-Hordeetum murini",996,"Balloto-Conion maculati","V37","",NA,25,"1988",-5.381024606,42.88919593,"3 - UTM10x10 + Elevation",1170,"Sisymbrion officinalis","Sisymbrietea",1,"Epilobietea angustifolii"
"633","U-P06406",2460,"Comunidades ruderales",999,"Balloto-Conion maculati","V39","",NA,4,"1988",-4.934713329,43.18396046,"1 - UTM1x1 + Elevation",1800,"Unknown",NA,0,"Epilobietea angustifolii"
"634","U-P06409",2461,"Comunidades ruderales",1000,"Balloto-Conion maculati","V38","",NA,1,"1988",-4.852180493,43.14030421,"3 - UTM10x10 + Elevation",1830,"Unknown",NA,0,"Epilobietea angustifolii"
"635","U-P06411",2462,"Comunidades ruderales",1001,"Balloto-Conion maculati","V39","E",3,4,"1988",-4.850645942,43.17094446,"2 - UTM1x1 + Centroid",2060,"Unknown",NA,0,"Epilobietea angustifolii"
"636","U-P13628",2540,"Malvo mauritiani-Rumicetum obtusifolii",1002,"Balloto-Conion maculati","V38","",NA,NA,"1994",-5.806829798,42.98939579,"3 - UTM10x10 + Elevation",950,"Arction lappae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"637","U-P15570",2548,"Onopordetum acantho-nervosi",1004,"Arction lappae","V38","",NA,20,"1991",-3.918400258,42.94358211,"4 - UTM10x10 + Centroid",888,"Onopordion castellani","Artemisietea vulgaris",0,"Epilobietea angustifolii"
"638","U-P16703",2560,"Carduo nutantis-Cirsietum chodati",1008,"Balloto-Conion maculati","V38","",NA,10,"2009",-5.171021446,43.04645238,"1 - UTM1x1 + Elevation",1240,"Cirsion richterano-chodati","Artemisietea vulgaris",1,"Epilobietea angustifolii"
"639","U-P16707",2564,"Galio aparines-Conietum maculati",1012,"Arction lappae","V39","",NA,40,"2009",-5.117097905,43.04926399,"2 - UTM1x1 + Centroid",1120,"Arction lappae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"640","U-P16708",2565,"Galio aparines-Conietum maculati",1013,"Balloto-Conion maculati","V39","",NA,20,"2009",-5.180900469,43.04806538,"1 - UTM1x1 + Elevation",1240,"Arction lappae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
