"SIVIMID","CANTEUNIS","ESEUNIS","Sintaxon","Twinspan","Semisupervised","Order","Class","Area","Year","Longitude","Latitude","Accuracy","Elevation","Aspect","Slope"
"T-P03482","V10Z","V15","Triseto ovati-Arnoseridetum minimae","Scleranthion annui","Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis",NA,1989,-6.579063781,42.5572459,"3 - UTM10x10 + Elevation",610,"",NA
"R-P21300","V10Z","V15","Linario eleganti-Anthoxanthetum aristati","Scleranthion annui","Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis",30,1995,-7.526242786,42.55250296,"1 - UTM1x1 + Elevation",360,"",0
"S-P20360","V10Z","V32","Chrysanthemum segetum-Raphanetum","Scleranthion annui","Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis",10,1972,-8.807528945,42.31993864,"3 - UTM10x10 + Elevation",60,"NW",NA
"T-P12087","V10Z","V15","Spergulario-Arnoseretum minimae","Scleranthion annui","Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis",100,1988,-6.612293157,42.62643471,"3 - UTM10x10 + Elevation",620,"",NA
"S-P12043","V10Z","V15","Chrysanthemum-Oxalidetum","Scleranthion annui","Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis",30,1975,-6.468849961,43.54746352,"3 - UTM10x10 + Elevation",30,"",NA
"T-P12093","V10Z","V15","Spergulario-Arnoseretum minimae","Scleranthion annui","Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis",120,1988,-6.25247205,42.22481396,"3 - UTM10x10 + Elevation",970,"",NA
"T-P36788","V10Z","V15","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis",25,1993,-7.512785586,42.36576295,"2 - UTM1x1 + Centroid",350,"E",NA
"T-P12098","V10Z","V15","Linario eleganti-Anthoxanthetum aristati","Scleranthion annui","Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis",100,1988,-6.708827691,42.81423125,"3 - UTM10x10 + Elevation",860,"",NA
"U-P10329","V10Z","V15","Chrysanthemum segetum-Raphanetum","Scleranthion annui","Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis",NA,1968,-8.714938237,42.68828686,"3 - UTM10x10 + Elevation",48,"",NA
"T-P36772","V10Z","R1R","Linario eleganti-Anthoxanthetum aristati","Scleranthion annui","Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis",70,1993,-7.461822219,42.57124082,"1 - UTM1x1 + Elevation",380,"S",NA
"R-P21304","V10Z","R","Linario eleganti-Anthoxanthetum aristati","Scleranthion annui","Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis",40,1995,-7.500562743,42.56792197,"1 - UTM1x1 + Elevation",410,"",0
"T-P03492","V10Z","V15","Triseto ovati-Arnoseridetum minimae","Scleranthion annui","Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis",NA,1989,-5.406264651,42.84544537,"3 - UTM10x10 + Elevation",1000,"",NA
"T-P36773","V10Z","V15","Linario eleganti-Anthoxanthetum aristati","Scleranthion annui","Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis",15,1993,-7.377916818,42.59069009,"1 - UTM1x1 + Elevation",500,"",0
"T-P12299","V10Z","V15","Aperetalia spicae-venti","Scleranthion annui","Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis",20,1988,-6.405934069,42.95511277,"3 - UTM10x10 + Elevation",1150,"",NA
"T-P33551","V10Z","V15","Chrysanthemum segetum-Raphanetum","Scleranthion annui","Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis",NA,1959,-8.537542381,42.86086828,"1 - UTM1x1 + Elevation",250,"W",7
"T-P36777","V10Z","V15","Linario eleganti-Anthoxanthetum aristati","Scleranthion annui","Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis",40,1993,-7.273824138,42.67205843,"1 - UTM1x1 + Elevation",1000,"N",5
"T-P36787","V10Z","V15","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis",40,1993,-7.427131223,41.60572943,"4 - UTM10x10 + Centroid",400,"",0
"T-P32597","V10Z","V15","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis",40,1995,-7.427131223,41.60572943,"4 - UTM10x10 + Centroid",400,"",0
"T-P12090","V10Z","V15","Spergulario-Arnoseretum minimae","Scleranthion annui","Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis",100,1988,-6.125389091,42.49669509,"3 - UTM10x10 + Elevation",960,"",NA
"T-P32604","V10Z","V15","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis",NA,1995,-7.384577706,42.58124494,"2 - UTM1x1 + Centroid",500,"",0
"Q-P14976","V10Z","V15","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis",20,1982,-7.706338961,42.61545689,"3 - UTM10x10 + Elevation",370,"",NA
"T-P32605","V10Z","V15","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis",40,1995,-7.587009618,42.5176695,"1 - UTM1x1 + Elevation",390,"E",NA
"U-P10330","V10Z","V15","Chrysanthemum segetum-Raphanetum","Scleranthion annui","Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis",NA,1968,-8.735096741,42.64226614,"3 - UTM10x10 + Elevation",57,"",NA
"R-P21301","V10Z","R1R","Linario eleganti-Anthoxanthetum aristati","Scleranthion annui","Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis",50,1995,-7.521570042,42.48786327,"1 - UTM1x1 + Elevation",320,"",NA
"T-P33552","V10Z","V15","Chrysanthemum segetum-Raphanetum","Scleranthion annui","Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis",NA,1959,-8.614550307,42.90031611,"3 - UTM10x10 + Elevation",250,"",NA
"Q-P10036","V10Z","V15",NA,NA,"Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis",12,NA,-6.594360057,41.84360189,"3 - UTM10x10 + Elevation",940,"SW",4.5
"R-P22270","V10Z","V15","Chrysantemo segeti-Raphanetum raphanistri","Scleranthion annui","Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis",40,1999,-8.010201192,41.90211028,"1 - UTM1x1 + Elevation",850,"S",3
"T-P32598","V10Z","V15","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis",25,1995,-7.477027036,42.85159596,"2 - UTM1x1 + Centroid",350,"E",NA
"T-P36782","V10Z","V15","Lamio amplexicaulis-Veronicetum hederifoliae","Scleranthion annui","Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis",30,1993,-7.352759013,42.64927296,"1 - UTM1x1 + Elevation",590,"",0
"T-P12092","V10Z","V15","Spergulario-Arnoseretum minimae","Scleranthion annui","Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis",150,1988,-6.332840023,42.1864851,"3 - UTM10x10 + Elevation",1150,"",NA
"T-P32603","V10Z","V15","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis",30,1995,-7.501956998,42.55346164,"1 - UTM1x1 + Elevation",320,"",0
"T-P03500","V10Z","V15","Cnico benedicti-Papaveretum argemones","Scleranthion annui","Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis",NA,1989,-6.689756159,42.61675948,"3 - UTM10x10 + Elevation",500,"",NA
"T-P33553","V10Z","V15","Chrysanthemum segetum-Raphanetum","Scleranthion annui","Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis",NA,1959,-8.509298186,42.84603107,"1 - UTM1x1 + Elevation",150,"N",NA
"S-P12048","V10Z","V15","Chrysanthemum-Oxalidetum","Spergulo arvensis-Erodion cicutariae","Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis",10,1975,-6.729088145,43.51225124,"3 - UTM10x10 + Elevation",5,"SE",10
"T-P12097","V10Z","V15","Spergulario-Arnoseretum minimae","Scleranthion annui","Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis",50,1988,-5.748270154,42.72068205,"3 - UTM10x10 + Elevation",1170,"",NA
"R-P21298","V10Z","V15","Linario eleganti-Anthoxanthetum aristati","Scleranthion annui","Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis",40,1995,-7.273824138,42.67205843,"1 - UTM1x1 + Elevation",1000,"N",5
"T-P32596","V10Z","V15","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis",10,1995,-7.660414587,42.42466861,"1 - UTM1x1 + Elevation",200,"W",5
"T-P33550","V10Z","V15","Chrysanthemum segetum-Raphanetum","Scleranthion annui","Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis",NA,1959,-8.501191423,42.83741983,"1 - UTM1x1 + Elevation",250,"W",4
"T-P33549","V10Z","V15","Chrysanthemum segetum-Raphanetum","Scleranthion annui","Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis",NA,1959,-8.638765756,42.89732172,"2 - UTM1x1 + Centroid",250,"",NA
"T-P03480","V10Z","V15","Triseto ovati-Arnoseridetum minimae","Scleranthion annui","Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis",NA,1989,-6.391625954,42.64939611,"3 - UTM10x10 + Elevation",720,"",NA
"S-P20365","V10Z","V15","Chrysanthemum segetum-Raphanetum","Echio-Galactition tomentosae","Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis",5,1972,-8.741504596,42.42049594,"3 - UTM10x10 + Elevation",100,"N",NA
"T-P12297","V10Z","V15","Secalietalia cerealis","Sisymbrion officinalis","Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis",2,1988,-6.28474577,42.93524784,"3 - UTM10x10 + Elevation",1000,"",NA
"T-P32602","V10Z","V15","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis",50,1995,-7.542379674,42.57347116,"1 - UTM1x1 + Elevation",380,"",0
"T-P32599","V10Z","V15","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis",40,1995,-7.610928755,42.4788936,"1 - UTM1x1 + Elevation",360,"SE",10
"U-P10322","V10Z","V15","Chrysanthemum segetum-Raphanetum","Scleranthion annui","Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis",NA,1968,-8.652913711,42.70397763,"3 - UTM10x10 + Elevation",40,"",NA
"T-P32600","V10Z","V15","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis",60,1995,-7.620720844,42.51271099,"1 - UTM1x1 + Elevation",400,"",0
"T-P12088","V10Z","V15","Spergulario-Arnoseretum minimae","Scleranthion annui","Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis",50,1988,-6.626525465,42.70342003,"3 - UTM10x10 + Elevation",830,"",NA
"T-P03479","V10Z","V15","Triseto ovati-Arnoseridetum minimae","Scleranthion annui","Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis",NA,1989,-6.286927646,42.56060595,"3 - UTM10x10 + Elevation",1160,"",NA
"T-P32601","V10Z","V15","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Scleranthion annui","Aperetalia spicae-venti","Papaveretea rhoeadis",30,1995,-7.568575781,42.56522482,"2 - UTM1x1 + Centroid",320,"",0
"S-P20407","R55Z","V38","Arundini-Convolvuletum sepium","Senecionion fluviatilis","Senecionion fluviatilis","Convolvuletalia sepium","Epilobietea angustifolii",10,1972,-8.717336264,42.28847845,"3 - UTM10x10 + Elevation",20,"SW",NA
"S-P20406","R55Z","V38","Arundini-Convolvuletum sepium","Senecionion fluviatilis","Senecionion fluviatilis","Convolvuletalia sepium","Epilobietea angustifolii",20,1972,-8.756626836,42.39993072,"3 - UTM10x10 + Elevation",15,"NE",NA
"S-P20415","R55Z","R","Arundini-Convolvuletum sepium","Senecionion fluviatilis","Senecionion fluviatilis","Convolvuletalia sepium","Epilobietea angustifolii",20,1972,-8.661816316,42.31824822,"3 - UTM10x10 + Elevation",70,"SE",NA
"S-P20414","R55Z","V","Arundini-Convolvuletum sepium","Senecionion fluviatilis","Senecionion fluviatilis","Convolvuletalia sepium","Epilobietea angustifolii",20,1972,-8.813351438,42.33044482,"3 - UTM10x10 + Elevation",100,"S",NA
"S-P20419","R55Z","R","Arundini-Convolvuletum sepium","Senecionion fluviatilis","Senecionion fluviatilis","Convolvuletalia sepium","Epilobietea angustifolii",15,1972,-8.790022314,42.18219795,"3 - UTM10x10 + Elevation",50,"SW",NA
"S-P20420","R55Z","V","Arundini-Convolvuletum sepium","Senecionion fluviatilis","Senecionion fluviatilis","Convolvuletalia sepium","Epilobietea angustifolii",20,1972,-8.672424391,42.22050003,"3 - UTM10x10 + Elevation",80,"S",NA
"S-P20408","R55Z","V","Arundini-Convolvuletum sepium","Senecionion fluviatilis","Senecionion fluviatilis","Convolvuletalia sepium","Epilobietea angustifolii",10,1972,-8.745193175,42.40770778,"3 - UTM10x10 + Elevation",50,"N",NA
"S-P20409","R55Z","V15","Arundini-Convolvuletum sepium","Senecionion fluviatilis","Senecionion fluviatilis","Convolvuletalia sepium","Epilobietea angustifolii",20,1972,-8.796984906,42.28446649,"3 - UTM10x10 + Elevation",100,"E",NA
"S-P20410","R55Z","V","Arundini-Convolvuletum sepium","Senecionion fluviatilis","Senecionion fluviatilis","Convolvuletalia sepium","Epilobietea angustifolii",20,1972,-8.790511787,42.26679086,"3 - UTM10x10 + Elevation",100,"SE",NA
"S-P20411","R55Z","V","Arundini-Convolvuletum sepium","Senecionion fluviatilis","Senecionion fluviatilis","Convolvuletalia sepium","Epilobietea angustifolii",20,1972,-8.806473068,42.28218448,"3 - UTM10x10 + Elevation",70,"NW",NA
"S-P20412","R55Z","V","Arundini-Convolvuletum sepium","Senecionion fluviatilis","Senecionion fluviatilis","Convolvuletalia sepium","Epilobietea angustifolii",20,1972,-8.83651627,42.26625127,"3 - UTM10x10 + Elevation",80,"W",NA
"S-P20413","R55Z","R","Arundini-Convolvuletum sepium","Senecionion fluviatilis","Senecionion fluviatilis","Convolvuletalia sepium","Epilobietea angustifolii",20,1972,-8.846578977,42.29634309,"3 - UTM10x10 + Elevation",20,"NE",NA
"T-P17218","R55Z","V","Arundini-Convolvuletum sepium","Senecionion fluviatilis","Senecionion fluviatilis","Convolvuletalia sepium","Epilobietea angustifolii",20,1975,-8.654418308,42.42483896,"3 - UTM10x10 + Elevation",15,"",NA
"T-P17219","R55Z","V38","Arundini-Convolvuletum sepium","Senecionion fluviatilis","Senecionion fluviatilis","Convolvuletalia sepium","Epilobietea angustifolii",10,1975,-8.813848245,42.33582066,"3 - UTM10x10 + Elevation",20,"",NA
"S-P20416","R55Z","V39","Arundini-Convolvuletum sepium","Senecionion fluviatilis","Senecionion fluviatilis","Convolvuletalia sepium","Epilobietea angustifolii",20,1972,-8.672930964,42.3339008,"3 - UTM10x10 + Elevation",180,"S",NA
"S-P20417","R55Z","V38","Arundini-Convolvuletum sepium","Senecionion fluviatilis","Senecionion fluviatilis","Convolvuletalia sepium","Epilobietea angustifolii",20,1972,-8.850740406,42.28892867,"3 - UTM10x10 + Elevation",100,"N",NA
"S-P20418","R55Z","R55","Arundini-Convolvuletum sepium","Senecionion fluviatilis","Senecionion fluviatilis","Convolvuletalia sepium","Epilobietea angustifolii",20,1972,-8.761107417,42.1836586,"3 - UTM10x10 + Elevation",150,"SW",NA
"T-P17223","R55Z","V","Arundini-Convolvuletum sepium","Senecionion fluviatilis","Senecionion fluviatilis","Convolvuletalia sepium","Epilobietea angustifolii",20,1975,-8.808852256,42.33427436,"3 - UTM10x10 + Elevation",70,"",NA
"T-P17224","R55Z","V39","Arundini-Convolvuletum sepium","Senecionion fluviatilis","Senecionion fluviatilis","Convolvuletalia sepium","Epilobietea angustifolii",20,1975,-8.805710967,42.30022692,"3 - UTM10x10 + Elevation",80,"",NA
"T-P17225","R55Z","R55","Arundini-Convolvuletum sepium","Allion triquetri","Senecionion fluviatilis","Convolvuletalia sepium","Epilobietea angustifolii",20,1975,-8.822537538,42.27236536,"3 - UTM10x10 + Elevation",20,"",NA
"T-P17226","R55Z","V","Arundini-Convolvuletum sepium","Allion triquetri","Senecionion fluviatilis","Convolvuletalia sepium","Epilobietea angustifolii",20,1975,-8.769944917,42.28043363,"3 - UTM10x10 + Elevation",100,"",NA
"T-P17227","R55Z","R","Arundini-Convolvuletum sepium","Senecionion fluviatilis","Senecionion fluviatilis","Convolvuletalia sepium","Epilobietea angustifolii",20,1975,-8.678874459,42.29219622,"3 - UTM10x10 + Elevation",70,"",NA
"T-P17228","R55Z","V39","Arundini-Convolvuletum sepium","Senecionion fluviatilis","Senecionion fluviatilis","Convolvuletalia sepium","Epilobietea angustifolii",20,1975,-8.716223267,42.3029373,"3 - UTM10x10 + Elevation",180,"",NA
"T-P17229","R55Z","V38","Arundini-Convolvuletum sepium","Senecionion fluviatilis","Senecionion fluviatilis","Convolvuletalia sepium","Epilobietea angustifolii",20,1975,-8.80319532,42.32555992,"3 - UTM10x10 + Elevation",100,"",NA
"T-P17230","R55Z","R55","Arundini-Convolvuletum sepium","Senecionion fluviatilis","Senecionion fluviatilis","Convolvuletalia sepium","Epilobietea angustifolii",20,1975,-8.797375012,42.31505309,"3 - UTM10x10 + Elevation",150,"",NA
"T-P17231","R55Z","R55","Arundini-Convolvuletum sepium","Balloto-Conion maculati","Senecionion fluviatilis","Convolvuletalia sepium","Epilobietea angustifolii",15,1975,-8.730457271,42.21940638,"3 - UTM10x10 + Elevation",50,"",NA
"T-P17232","R55Z","V39","Arundini-Convolvuletum sepium","Allion triquetri","Senecionion fluviatilis","Convolvuletalia sepium","Epilobietea angustifolii",20,1975,-8.665360817,42.33067547,"3 - UTM10x10 + Elevation",80,"",NA
"T-P17220","R55Z","V","Arundini-Convolvuletum sepium","Allion triquetri","Senecionion fluviatilis","Convolvuletalia sepium","Epilobietea angustifolii",10,1975,-8.677652213,42.43989049,"3 - UTM10x10 + Elevation",50,"",NA
"T-P17221","R55Z","V","Arundini-Convolvuletum sepium","Allion triquetri","Senecionion fluviatilis","Convolvuletalia sepium","Epilobietea angustifolii",20,1975,-8.772686505,42.28389596,"3 - UTM10x10 + Elevation",100,"",NA
"T-P17222","R55Z","V","Arundini-Convolvuletum sepium","Senecionion fluviatilis","Senecionion fluviatilis","Convolvuletalia sepium","Epilobietea angustifolii",20,1975,-8.807070288,42.26235004,"3 - UTM10x10 + Elevation",100,"",NA
"Q-P08744","V37Y","V37","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea",18,1990,-4.946753488,42.86499029,"3 - UTM10x10 + Elevation",1200,"",NA
"S-P20424","V37Y","V32","Galactito tomentosae-Digitaletum purpureae","Sisymbrion officinalis","Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea",4,1972,-8.646193414,42.44144945,"3 - UTM10x10 + Elevation",7,"N",NA
"R-P15141","V37Y","V37","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea",10,1983,-2.476101198,43.18471474,"2 - UTM1x1 + Centroid",120,"",NA
"S-P15118","V37Y","V32","Sisymbrio officinalis-Hordeetum murini","Echio-Galactition tomentosae","Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea",10,1967,-2.212078809,43.04632731,"1 - UTM1x1 + Elevation",160,"",NA
"Q-P08743","V37Y","V37","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea",12,1990,-4.741715289,42.79985585,"3 - UTM10x10 + Elevation",1100,"",NA
"U-P00629","V37Y","V37","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea",10,2002,-5.123147981,42.79701874,"1 - UTM1x1 + Elevation",940,"",NA
"R-P15140","V37Y","V37","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea",4,1983,-2.508787101,43.09841323,"1 - UTM1x1 + Elevation",400,"",NA
"NEW-OMAR-LF10","V37Y",NA,"Sisymbrio officinalis-Hordeetum murini","Polygono-Coronopodion","Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea",9,1981,-5.682204615,43.31689226,"500",210,"",0
"S-P15120","V37Y","V37","Sisymbrio officinalis-Hordeetum murini","Sisymbrion officinalis","Sisymbrion officinalis","Sisymbrietalia sophiae","Sisymbrietea",10,1967,-2.194891416,43.04620769,"1 - UTM1x1 + Elevation",160,"",NA
