"SIVIMID","Relevé.number","Semisupervised","Revised.alliance","Alliance","Sintaxon","EUNIS2020","Aspect","Slope","Area","Year","DEG_LON","DEG_LAT","Accuracy","Elevation"
"T-P32590",1615,1,"Oxalidion europaeae","Oxalidion europaeae","Lamio amplexicaulis-Veronicetum hederifoliae","V15","",0,25,"1995",-7.433705561,42.51831349,"3 - UTM10x10 + Elevation",390
"T-P32591",1616,1,"Oxalidion europaeae","Oxalidion europaeae","Lamio amplexicaulis-Veronicetum hederifoliae","V37","",0,40,"1995",-7.537947173,42.51242418,"3 - UTM10x10 + Elevation",290
"T-P32592",1617,1,"Oxalidion europaeae","Oxalidion europaeae","Lamio amplexicaulis-Veronicetum hederifoliae","V15","",0,30,"1995",-7.482994553,42.45876992,"3 - UTM10x10 + Elevation",590
"T-P32593",1618,1,"Oxalidion europaeae","Oxalidion europaeae","Lamio amplexicaulis-Veronicetum hederifoliae","V15","",0,50,"1995",-7.436027698,42.44799597,"3 - UTM10x10 + Elevation",530
"T-P32594",1619,0,"Oxalidion europaeae","Scleranthion annui","Linario amethysteae-Calenduletum arvensis","V15","",NA,40,"1995",-7.485371056,42.49123445,"2 - UTM1x1 + Centroid",300
"T-P32595",1620,0,"Oxalidion europaeae","Scleranthion annui","Linario amethysteae-Calenduletum arvensis","V15","",0,60,"1995",-7.59002046,42.49233933,"1 - UTM1x1 + Elevation",310
"T-P32596",1621,1,"Scleranthion annui","Scleranthion annui","Linario amethysteae-Calenduletum arvensis","V15","W",5,10,"1995",-7.660414587,42.42466861,"1 - UTM1x1 + Elevation",200
"T-P32597",1622,0,"Oxalidion europaeae","Scleranthion annui","Linario amethysteae-Calenduletum arvensis","V15","",0,40,"1995",-7.427131223,41.60572943,"4 - UTM10x10 + Centroid",400
"T-P32598",1623,1,"Scleranthion annui","Scleranthion annui","Linario amethysteae-Calenduletum arvensis","V15","E",NA,25,"1995",-7.477027036,42.85159596,"2 - UTM1x1 + Centroid",350
"T-P32599",1624,1,"Scleranthion annui","Scleranthion annui","Linario amethysteae-Calenduletum arvensis","V15","SE",10,40,"1995",-7.610928755,42.4788936,"1 - UTM1x1 + Elevation",360
"T-P32600",1625,0,"Oxalidion europaeae","Scleranthion annui","Linario amethysteae-Calenduletum arvensis","V15","",0,60,"1995",-7.620720844,42.51271099,"1 - UTM1x1 + Elevation",400
"T-P32601",1626,0,"Oxalidion europaeae","Scleranthion annui","Linario amethysteae-Calenduletum arvensis","V15","",0,30,"1995",-7.568575781,42.56522482,"2 - UTM1x1 + Centroid",320
"T-P32602",1627,0,"Oxalidion europaeae","Scleranthion annui","Linario amethysteae-Calenduletum arvensis","V15","",0,50,"1995",-7.542379674,42.57347116,"1 - UTM1x1 + Elevation",380
"T-P32603",1628,0,"Oxalidion europaeae","Scleranthion annui","Linario amethysteae-Calenduletum arvensis","V15","",0,30,"1995",-7.501956998,42.55346164,"1 - UTM1x1 + Elevation",320
"T-P32604",1629,0,"Oxalidion europaeae","Scleranthion annui","Linario amethysteae-Calenduletum arvensis","V15","",0,NA,"1995",-7.384577706,42.58124494,"2 - UTM1x1 + Centroid",500
"T-P32605",1630,0,"Oxalidion europaeae","Scleranthion annui","Linario amethysteae-Calenduletum arvensis","V15","E",NA,40,"1995",-7.587009618,42.5176695,"1 - UTM1x1 + Elevation",390
"T-P32606",1631,1,"Oxalidion europaeae","Oxalidion europaeae","Lamio hybridi-Echinochloetum crus-gallii","V15","NE",NA,30,"1995",-7.350827818,42.65654926,"1 - UTM1x1 + Elevation",740
"T-P32607",1632,1,"Oxalidion europaeae","Oxalidion europaeae","Lamio hybridi-Echinochloetum crus-gallii","V15","SW",NA,40,"1995",-7.594082396,42.48137221,"1 - UTM1x1 + Elevation",300
"T-P32608",1633,1,"Oxalidion europaeae","Oxalidion europaeae","Lamio hybridi-Echinochloetum crus-gallii","V15","",0,30,"1995",-7.473098382,42.62662144,"1 - UTM1x1 + Elevation",380
"T-P32609",1634,1,"Oxalidion europaeae","Oxalidion europaeae","Lamio hybridi-Echinochloetum crus-gallii","V","",0,25,"1995",-7.470795558,42.62851219,"1 - UTM1x1 + Elevation",380
"T-P32610",1635,1,"Oxalidion europaeae","Oxalidion europaeae","Lamio hybridi-Echinochloetum crus-gallii","V37","",0,30,"1995",-7.387924129,42.55969459,"1 - UTM1x1 + Elevation",400
"T-P32611",1636,1,"Oxalidion europaeae","Oxalidion europaeae","Lamio hybridi-Echinochloetum crus-gallii","V37","SE",10,40,"1995",-7.35825285,42.65806717,"1 - UTM1x1 + Elevation",760
"T-P32612",1637,1,"Oxalidion europaeae","Oxalidion europaeae","Lamio hybridi-Echinochloetum crus-gallii","V15","",0,50,"1995",-7.592051586,42.48685578,"1 - UTM1x1 + Elevation",300
"T-P32613",1638,1,"Oxalidion europaeae","Oxalidion europaeae","Lamio hybridi-Echinochloetum crus-gallii","V37","",0,50,"1995",-7.528987429,42.69104574,"2 - UTM1x1 + Centroid",290
"T-P32614",1639,1,"Oxalidion europaeae","Oxalidion europaeae","Lamio hybridi-Echinochloetum crus-gallii","V37","",0,50,"1995",-7.383191539,42.56167678,"1 - UTM1x1 + Elevation",400
"T-P32615",1640,1,"Oxalidion europaeae","Oxalidion europaeae","Lamio hybridi-Echinochloetum crus-gallii","V15","",0,25,"1995",-7.506814251,42.55327031,"1 - UTM1x1 + Elevation",320
"T-P32616",1641,1,"Oxalidion europaeae","Oxalidion europaeae","Lamio hybridi-Echinochloetum crus-gallii","V34","",0,40,"1995",-7.535390149,42.51072494,"1 - UTM1x1 + Elevation",290
"T-P32617",1642,1,"Oxalidion europaeae","Oxalidion europaeae","Lamio hybridi-Echinochloetum crus-gallii","V15","",0,50,"1995",-7.537556731,42.50703764,"1 - UTM1x1 + Elevation",290
"T-P32618",1643,1,"Oxalidion europaeae","Oxalidion europaeae","Lamio hybridi-Echinochloetum crus-gallii","V","",0,20,"1995",-7.340969998,42.65512325,"1 - UTM1x1 + Elevation",740
"T-P32619",1644,1,"Oxalidion europaeae","Oxalidion europaeae","Lamio hybridi-Echinochloetum crus-gallii","V15","",0,25,"1995",-7.633362043,42.42036565,"1 - UTM1x1 + Elevation",460
"T-P32620",1645,1,"Oxalidion europaeae","Oxalidion europaeae","Lamio hybridi-Echinochloetum crus-gallii","V15","S",NA,25,"1995",-7.631336242,42.42584969,"1 - UTM1x1 + Elevation",460
"T-P32621",1646,1,"Oxalidion europaeae","Oxalidion europaeae","Lamio hybridi-Echinochloetum crus-gallii","V","",0,30,"1995",-7.633627005,42.42395625,"1 - UTM1x1 + Elevation",460
"T-P32622",1647,1,"Oxalidion europaeae","Oxalidion europaeae","Lamio hybridi-Echinochloetum crus-gallii","V34","",0,15,"1995",-7.36352897,42.4543857,"1 - UTM1x1 + Elevation",360
"T-P33531",1648,0,"Oxalidion europaeae","Scleranthion annui","Chrysanthemum segetum-Raphanetum","V15","E",NA,NA,"1959",-8.563187251,42.90103111,"3 - UTM10x10 + Elevation",400
"T-P33532",1649,0,"Oxalidion europaeae","Scleranthion annui","Chrysanthemum segetum-Raphanetum","V15","W",5,NA,"1959",-8.511500273,42.8981376,"3 - UTM10x10 + Elevation",300
"T-P33533",1650,0,"Oxalidion europaeae","Scleranthion annui","Chrysanthemum segetum-Raphanetum","V15","S",10,NA,"1959",-8.565490736,42.84510544,"3 - UTM10x10 + Elevation",300
"T-P33534",1651,0,"Oxalidion europaeae","Scleranthion annui","Chrysanthemum segetum-Raphanetum","V15","S",8,NA,"1959",-8.621864253,42.89995603,"3 - UTM10x10 + Elevation",300
"T-P33535",1652,1,"Scleranthion annui","Scleranthion annui","Chrysanthemum segetum-Raphanetum","V15","S",8,NA,"1959",-8.535426896,42.86457177,"1 - UTM1x1 + Elevation",300
"T-P33536",1653,0,"Oxalidion europaeae","Scleranthion annui","Chrysanthemum segetum-Raphanetum","V15","SW",NA,NA,"1959",-8.574588079,42.83745977,"3 - UTM10x10 + Elevation",250
"T-P33537",1654,0,"Oxalidion europaeae","Scleranthion annui","Chrysanthemum segetum-Raphanetum","V15","S",6,NA,"1959",-8.544830183,42.887521,"3 - UTM10x10 + Elevation",250
"T-P33538",1655,0,"Oxalidion europaeae","Scleranthion annui","Chrysanthemum segetum-Raphanetum","V15","S",NA,NA,"1959",-8.616988304,42.90019614,"3 - UTM10x10 + Elevation",300
"T-P33539",1656,0,"Oxalidion europaeae","Scleranthion annui","Chrysanthemum segetum-Raphanetum","V15","S",5,NA,"1959",-8.516963469,42.82225509,"3 - UTM10x10 + Elevation",150
"T-P33540",1657,0,"Oxalidion europaeae","Scleranthion annui","Chrysanthemum segetum-Raphanetum","V15","E",NA,NA,"1959",-8.613811988,43.26763759,"3 - UTM10x10 + Elevation",150
"T-P33541",1658,0,"Oxalidion europaeae","Scleranthion annui","Chrysanthemum segetum-Raphanetum","V15","S",NA,NA,"1959",-8.539523125,42.8283643,"3 - UTM10x10 + Elevation",250
"T-P33542",1659,0,"Oxalidion europaeae","Scleranthion annui","Chrysanthemum segetum-Raphanetum","V15","S",5,NA,"1959",-8.515541619,42.91571092,"2 - UTM1x1 + Centroid",200
"T-P33543",1660,1,"Scleranthion annui","Scleranthion annui","Chrysanthemum segetum-Raphanetum","V15","NW",NA,NA,"1959",-8.590665094,42.82587088,"3 - UTM10x10 + Elevation",200
"T-P33544",1661,0,"Oxalidion europaeae","Scleranthion annui","Chrysanthemum segetum-Raphanetum","V15","W",13,NA,"1959",-8.538321195,42.89683922,"3 - UTM10x10 + Elevation",350
"T-P33545",1662,1,"Scleranthion annui","Scleranthion annui","Chrysanthemum segetum-Raphanetum","V15","NW",10,NA,"1959",-8.537087631,42.82848246,"3 - UTM10x10 + Elevation",250
"T-P33546",1663,0,"Oxalidion europaeae","Scleranthion annui","Chrysanthemum segetum-Raphanetum","V32","S",7,NA,"1959",-8.370150002,42.87786845,"2 - UTM1x1 + Centroid",30
"T-P33547",1664,0,"Oxalidion europaeae","Scleranthion annui","Chrysanthemum segetum-Raphanetum","V15","S",4,NA,"1959",-8.596345619,42.88860735,"3 - UTM10x10 + Elevation",250
"T-P33548",1665,1,"Scleranthion annui","Scleranthion annui","Chrysanthemum segetum-Raphanetum","V15","S",NA,NA,"1959",-8.50051025,42.85725756,"1 - UTM1x1 + Elevation",150
"T-P33549",1666,0,"Oxalidion europaeae","Scleranthion annui","Chrysanthemum segetum-Raphanetum","V15","",NA,NA,"1959",-8.638765756,42.89732172,"2 - UTM1x1 + Centroid",250
"T-P33550",1667,0,"Oxalidion europaeae","Scleranthion annui","Chrysanthemum segetum-Raphanetum","V15","W",4,NA,"1959",-8.501191423,42.83741983,"1 - UTM1x1 + Elevation",250
"T-P33551",1668,0,"Oxalidion europaeae","Scleranthion annui","Chrysanthemum segetum-Raphanetum","V15","W",7,NA,"1959",-8.537542381,42.86086828,"1 - UTM1x1 + Elevation",250
"T-P33552",1669,0,"Oxalidion europaeae","Scleranthion annui","Chrysanthemum segetum-Raphanetum","V15","",NA,NA,"1959",-8.614550307,42.90031611,"3 - UTM10x10 + Elevation",250
"T-P33553",1670,0,"Oxalidion europaeae","Scleranthion annui","Chrysanthemum segetum-Raphanetum","V15","N",NA,NA,"1959",-8.509298186,42.84603107,"1 - UTM1x1 + Elevation",150
"T-P33554",1671,0,"Oxalidion europaeae","Scleranthion annui","Chrysanthemum segetum-Raphanetum","V15","S",6,NA,"1959",-8.598295406,42.88311045,"1 - UTM1x1 + Elevation",250
"T-P33555",1672,0,"Oxalidion europaeae","Scleranthion annui","Chrysanthemum segetum-Raphanetum","V15","S",3,NA,"1959",-8.542415896,42.86063173,"3 - UTM10x10 + Elevation",250
"T-P33556",1673,0,"Oxalidion europaeae","Scleranthion annui","Chrysanthemum segetum-Raphanetum","V15","W",NA,NA,"1959",-8.497958348,42.82857336,"1 - UTM1x1 + Elevation",200
"T-P33557",1674,0,"Oxalidion europaeae","Scleranthion annui","Chrysanthemum segetum-Raphanetum","V15","N",4,NA,"1959",-8.555585336,42.84378757,"3 - UTM10x10 + Elevation",350
"T-P33558",1675,0,"Oxalidion europaeae","Scleranthion annui","Chrysanthemum segetum-Raphanetum","V15","S",10,NA,"1959",-8.397752265,42.88556894,"1 - UTM1x1 + Elevation",350
"T-P33559",1676,0,"Oxalidion europaeae","Scleranthion annui","Chrysanthemum segetum-Raphanetum","V15","E",NA,NA,"1959",-8.534435887,42.88082377,"1 - UTM1x1 + Elevation",300
"T-P33560",1677,0,"Oxalidion europaeae","Scleranthion annui","Chrysanthemum segetum-Raphanetum","V15","W",NA,NA,"1959",-8.581725836,42.86231693,"3 - UTM10x10 + Elevation",200
"T-P33561",1678,1,"Scleranthion annui","Scleranthion annui","Linaria delphinioides-Arnoseretum","V15","N",NA,NA,"1959",-8.583338351,42.93425511,"3 - UTM10x10 + Elevation",350
"T-P33562",1679,1,"Scleranthion annui","Scleranthion annui","Linaria delphinioides-Arnoseretum","V15","N",5,NA,"1959",-8.55928018,42.91202409,"1 - UTM1x1 + Elevation",350
"T-P33563",1680,1,"Scleranthion annui","Scleranthion annui","Linaria delphinioides-Arnoseretum","V15","",NA,NA,"1959",-8.538458603,42.92563953,"1 - UTM1x1 + Elevation",350
"T-P33564",1681,1,"Scleranthion annui","Scleranthion annui","Linaria delphinioides-Arnoseretum","V15","W",3,NA,"1959",-8.557958896,42.95169794,"3 - UTM10x10 + Elevation",250
"T-P33565",1682,1,"Scleranthion annui","Scleranthion annui","Linaria delphinioides-Arnoseretum","V15","W",NA,NA,"1959",-8.515541619,42.91571092,"2 - UTM1x1 + Centroid",250
"T-P33566",1683,1,"Scleranthion annui","Scleranthion annui","Linaria delphinioides-Arnoseretum","V15","N",5,NA,"1959",-8.532775354,42.91691302,"1 - UTM1x1 + Elevation",350
"T-P33567",1684,1,"Scleranthion annui","Scleranthion annui","Linaria delphinioides-Arnoseretum","V15","W",9,NA,"1959",-8.562055917,42.88848324,"3 - UTM10x10 + Elevation",300
"T-P33568",1685,1,"Oxalidion europaeae","Oxalidion europaeae","Panicum crus galli-Spergula arvensis","V15","E",NA,NA,"1959",-8.552807352,42.86732839,"3 - UTM10x10 + Elevation",250
"T-P33569",1686,1,"Oxalidion europaeae","Oxalidion europaeae","Panicum crus galli-Spergula arvensis","V15","N",NA,NA,"1959",-8.536833901,42.63404724,"3 - UTM10x10 + Elevation",400
"T-P33570",1687,1,"Oxalidion europaeae","Oxalidion europaeae","Panicum crus galli-Spergula arvensis","V15","N",NA,NA,"1959",-8.56562549,42.90091223,"3 - UTM10x10 + Elevation",400
"T-P33571",1688,1,"Oxalidion europaeae","Oxalidion europaeae","Panicum crus galli-Spergula arvensis","V15","W",NA,NA,"1959",-8.624942499,42.87999975,"1 - UTM1x1 + Elevation",150
"T-P33572",1689,1,"Oxalidion europaeae","Oxalidion europaeae","Panicum crus galli-Spergula arvensis","V15","W",NA,NA,"1959",-8.594558349,42.86889032,"1 - UTM1x1 + Elevation",100
"T-P33573",1690,1,"Oxalidion europaeae","Oxalidion europaeae","Panicum sanguinale-Mercurialis annua","V15","S",NA,NA,"1959",-8.561086779,42.87772787,"1 - UTM1x1 + Elevation",200
"T-P33574",1691,1,"Oxalidion europaeae","Oxalidion europaeae","Panicum sanguinale-Mercurialis annua","V15","",NA,NA,"1959",-8.609527826,42.9527753,"3 - UTM10x10 + Elevation",350
"T-P33575",1692,1,"Oxalidion europaeae","Oxalidion europaeae","Panicum sanguinale-Mercurialis annua","V15","S",NA,NA,"1959",-8.607393522,42.8754621,"1 - UTM1x1 + Elevation",150
"T-P33576",1693,1,"Oxalidion europaeae","Oxalidion europaeae","Panicum sanguinale-Mercurialis annua","V15","S",NA,NA,"1959",-8.575063067,42.86984429,"1 - UTM1x1 + Elevation",150
"T-P33577",1694,1,"Oxalidion europaeae","Oxalidion europaeae","Panicum sanguinale-Mercurialis annua","V15","S",NA,NA,"1959",-8.57750003,42.86972523,"2 - UTM1x1 + Centroid",100
"T-P33578",1695,1,"Oxalidion europaeae","Oxalidion europaeae","Panicum sanguinale-Mercurialis annua","V15","N",NA,NA,"1959",-8.52298909,42.80756019,"1 - UTM1x1 + Elevation",200
"T-P33579",1696,1,"Oxalidion europaeae","Oxalidion europaeae","Panicum sanguinale-Mercurialis annua","V15","S",NA,NA,"1959",-8.520714265,42.80947066,"1 - UTM1x1 + Elevation",200
"T-P33580",908,0,"Dauco-Melilotion","Arction lappae","Galactito tomentosae-Digitaletum purpureae","H25","W",NA,NA,"1959",-8.498595973,42.83574443,"1 - UTM1x1 + Elevation",250
"T-P33581",909,0,"Dauco-Melilotion","Arction lappae","Galactito tomentosae-Digitaletum purpureae","H25","W",NA,NA,"1959",-8.609336997,42.84295901,"3 - UTM10x10 + Elevation",150
"T-P33582",910,0,"Balloto-Conion maculati","Arction lappae","Galactito tomentosae-Digitaletum purpureae","H25","S",NA,NA,"1959",-8.622505331,42.88011985,"1 - UTM1x1 + Elevation",200
"T-P33583",911,0,"Balloto-Conion maculati","Arction lappae","Galactito tomentosae-Digitaletum purpureae","V38","W",NA,NA,"1959",-8.484775307,42.84541158,"1 - UTM1x1 + Elevation",300
"T-P33584",912,0,"Dauco-Melilotion","Arction lappae","Galactito tomentosae-Digitaletum purpureae","V38","S",NA,NA,"1959",-8.488215567,42.82904219,"1 - UTM1x1 + Elevation",200
"T-P33585",913,0,"Balloto-Conion maculati","Arction lappae","Galactito tomentosae-Digitaletum purpureae","H25","NW",NA,NA,"1959",-8.583838387,42.85861274,"1 - UTM1x1 + Elevation",200
"T-P33586",914,0,"Dauco-Melilotion","Arction lappae","Galactito tomentosae-Digitaletum purpureae","H25","SE",NA,NA,"1959",-8.52324208,42.86516205,"1 - UTM1x1 + Elevation",250
"T-P35959",535959,0,"Potentillion anserinae","Triseto flavescentis-Polygonion bistortae","Bromo-Polygonetum bistortae","V38","",NA,20,"1983",-5.993913156,42.95223586,"3 - UTM10x10 + Elevation",1200
"T-P35967",915,0,"Dauco-Melilotion","Arction lappae","Chenopodio boni-henrici-Senecietum durieui","R","N",54,10,"1983",-5.831939783,42.89513125,"1 - UTM1x1 + Elevation",1500
"T-P35968",916,1,"Arction lappae","Arction lappae","Chenopodio boni-henrici-Senecietum durieui","R","N",36,10,"1983",-5.831939783,42.89513125,"1 - UTM1x1 + Elevation",1500
"T-P35969",917,1,"Arction lappae","Arction lappae","Chenopodio boni-henrici-Senecietum durieui","R","N",36,20,"1983",-5.834551268,42.89866834,"2 - UTM1x1 + Centroid",1650
"T-P35970",2122,0,"Polygono-Coronopodion","Arction lappae","Chenopodio boni-henrici-Senecietum durieui","V35","",NA,15,"1983",-5.882226613,42.87046378,"2 - UTM1x1 + Centroid",1600
"T-P35971",918,1,"Arction lappae","Arction lappae","Chenopodio boni-henrici-Senecietum durieui","V38","E",18,10,"1983",-5.882226613,42.87046378,"2 - UTM1x1 + Centroid",1650
"T-P35972",2123,0,"Polygono-Coronopodion","Arction lappae","Chenopodio boni-henrici-Senecietum durieui","V35","NE",9,15,"1983",-6.005408789,42.88533577,"2 - UTM1x1 + Centroid",1670
"T-P35973",919,1,"Arction lappae","Arction lappae","Chenopodio boni-henrici-Senecietum durieui","V39","NE",7.2,10,"1983",-5.951695753,43.04337567,"3 - UTM10x10 + Elevation",1800
"T-P35974",920,1,"Arction lappae","Arction lappae","Chenopodio boni-henrici-Senecietum durieui","V39","N",9,10,"1983",-5.973504431,43.03740811,"3 - UTM10x10 + Elevation",1800
"T-P36741",921,0,"Sisymbrion officinalis","Arction lappae","Galio aparines-Conietum maculati","V38","",0,25,"1993",-7.493380493,42.53579211,"1 - UTM1x1 + Elevation",310
"T-P36742",922,0,"Sisymbrion officinalis","Arction lappae","Galio aparines-Conietum maculati","V38","",0,16,"1993",-7.553086558,42.55323795,"1 - UTM1x1 + Elevation",350
"T-P36743",923,0,"Sisymbrion officinalis","Arction lappae","Galio aparines-Conietum maculati","V33","",0,30,"1993",-7.550788816,42.55513008,"1 - UTM1x1 + Elevation",350
"T-P36744",924,0,"Sisymbrion officinalis","Arction lappae","Galio aparines-Conietum maculati","V32","",0,40,"1993",-7.558539154,42.5278113,"1 - UTM1x1 + Elevation",330
"T-P36745",925,0,"Sisymbrion officinalis","Arction lappae","Galio aparines-Conietum maculati","V32","",0,40,"1993",-7.529886802,42.50193964,"1 - UTM1x1 + Elevation",290
"T-P36746",926,0,"Sisymbrion officinalis","Arction lappae","Galio aparines-Conietum maculati","V32","",0,20,"1993",-7.554151701,42.50097598,"1 - UTM1x1 + Elevation",280
"T-P36747",927,0,"Balloto-Conion maculati","Arction lappae","Galio aparines-Conietum maculati","V39","",0,18,"1993",-7.614367414,42.52557217,"1 - UTM1x1 + Elevation",440
"T-P36748",928,1,"Dauco-Melilotion","Dauco-Melilotion","Comunidad de Dipsacus fullonum","V33","E-SE",15,100,"1993",-7.506684798,42.55147473,"1 - UTM1x1 + Elevation",320
"T-P36749",929,1,"Dauco-Melilotion","Dauco-Melilotion","Comunidad de Dipsacus fullonum","V37","SE",5,60,"1993",-7.504256247,42.55157042,"1 - UTM1x1 + Elevation",320
"T-P36750",930,1,"Geo urbani-Alliarion officinalis","Geo urbani-Alliarion officinalis","Geranio robertiani-Caryolophetum sempervirentis","V39","S",NA,12,"1993",-7.298613953,42.64231779,"2 - UTM1x1 + Centroid",600
"T-P36751",931,1,"Geo urbani-Alliarion officinalis","Geo urbani-Alliarion officinalis","Geranio robertiani-Caryolophetum sempervirentis","R55","",0,15,"1993",-7.47602842,42.59949657,"1 - UTM1x1 + Elevation",370
"T-P36752",932,1,"Geo urbani-Alliarion officinalis","Geo urbani-Alliarion officinalis","Geranio robertiani-Caryolophetum sempervirentis","V39","",NA,20,"1993",-7.473211811,42.59420475,"1 - UTM1x1 + Elevation",330
"T-P36753",933,1,"Geo urbani-Alliarion officinalis","Geo urbani-Alliarion officinalis","Geranio robertiani-Caryolophetum sempervirentis","V39","",0,12,"1993",-7.556365816,42.56481157,"2 - UTM1x1 + Centroid",320
"T-P36754",934,1,"Geo urbani-Alliarion officinalis","Geo urbani-Alliarion officinalis","Geranio robertiani-Caryolophetum sempervirentis","V39","",0,15,"1993",-7.476012833,42.56528419,"1 - UTM1x1 + Elevation",330
"T-P36755",935,1,"Geo urbani-Alliarion officinalis","Geo urbani-Alliarion officinalis","Geranio robertiani-Caryolophetum sempervirentis","V39","",0,25,"1993",-7.440211869,42.57568335,"1 - UTM1x1 + Elevation",380
"T-P36756",936,1,"Geo urbani-Alliarion officinalis","Geo urbani-Alliarion officinalis","Geranio robertiani-Caryolophetum sempervirentis","V39","",0,15,"1993",-7.587462991,42.49064127,"1 - UTM1x1 + Elevation",280
"T-P36757",937,1,"Geo urbani-Alliarion officinalis","Geo urbani-Alliarion officinalis","Geranio robertiani-Caryolophetum sempervirentis","V39","",NA,16,"1993",-7.618385246,42.54701789,"2 - UTM1x1 + Centroid",410
"T-P36758",938,1,"Geo urbani-Alliarion officinalis","Geo urbani-Alliarion officinalis","Urtico-Smyrnietum olusatri","V39","",0,18,"1993",-7.623373982,42.54861694,"1 - UTM1x1 + Elevation",500
"T-P36759",939,1,"Geo urbani-Alliarion officinalis","Geo urbani-Alliarion officinalis","Urtico-Smyrnietum olusatri","V39","SE",5,12,"1993",-7.620455797,42.50912038,"1 - UTM1x1 + Elevation",380
"T-P36760",940,1,"Geo urbani-Alliarion officinalis","Geo urbani-Alliarion officinalis","Urtico-Smyrnietum olusatri","V32","",0,5,"1993",-7.608540829,42.54561442,"1 - UTM1x1 + Elevation",440
"T-P36761",941,1,"Geo urbani-Alliarion officinalis","Geo urbani-Alliarion officinalis","Urtico-Smyrnietum olusatri","V39","",0,15,"1993",-7.618385246,42.54701789,"2 - UTM1x1 + Centroid",410
"T-P36765",942,0,"Geo urbani-Alliarion officinalis","Geranio pusilli-Anthriscion caucalidis","Anthrisco-Geranietum lucidi","V32","E",10,8,"1993",-7.611721567,42.48966563,"1 - UTM1x1 + Elevation",340
"T-P36766",1697,0,"Geo urbani-Alliarion officinalis","Geranio pusilli-Anthriscion caucalidis","Anthrisco-Geranietum lucidi","V32","",0,6,"1993",-7.547761139,42.58045993,"1 - UTM1x1 + Elevation",400
"T-P36767",943,1,"Geranio pusilli-Anthriscion caucalidis","Geranio pusilli-Anthriscion caucalidis","Anthrisco-Geranietum lucidi","V37","N",NA,12,"1993",-7.603704614,42.44677255,"1 - UTM1x1 + Elevation",420
"T-P36768",1698,1,"Scleranthion annui","Scleranthion annui","Linario eleganti-Anthoxanthetum aristati","R","",0,40,"1993",-7.500174758,42.5625352,"1 - UTM1x1 + Elevation",410
"T-P36769",1699,1,"Scleranthion annui","Scleranthion annui","Linario eleganti-Anthoxanthetum aristati","V15","N",NA,50,"1993",-7.592446428,42.49224194,"1 - UTM1x1 + Elevation",300
"T-P36770",1700,1,"Scleranthion annui","Scleranthion annui","Linario eleganti-Anthoxanthetum aristati","V32","",0,50,"1993",-7.561289117,42.56551573,"1 - UTM1x1 + Elevation",370
"T-P36771",1701,1,"Scleranthion annui","Scleranthion annui","Linario eleganti-Anthoxanthetum aristati","V15","NW",NA,40,"1993",-7.43013428,42.50224556,"1 - UTM1x1 + Elevation",480
"T-P36772",1702,1,"Scleranthion annui","Scleranthion annui","Linario eleganti-Anthoxanthetum aristati","R1R","S",NA,70,"1993",-7.461822219,42.57124082,"1 - UTM1x1 + Elevation",380
"T-P36773",1703,1,"Scleranthion annui","Scleranthion annui","Linario eleganti-Anthoxanthetum aristati","V15","",0,15,"1993",-7.377916818,42.59069009,"1 - UTM1x1 + Elevation",500
"T-P36774",1704,1,"Scleranthion annui","Scleranthion annui","Linario eleganti-Anthoxanthetum aristati","R1R","",0,30,"1993",-7.442382618,42.64042379,"1 - UTM1x1 + Elevation",440
"T-P36775",1705,1,"Scleranthion annui","Scleranthion annui","Linario eleganti-Anthoxanthetum aristati","V15","",0,30,"1993",-7.526632876,42.55788955,"1 - UTM1x1 + Elevation",360
"T-P36776",1706,1,"Scleranthion annui","Scleranthion annui","Linario eleganti-Anthoxanthetum aristati","R1R","",NA,50,"1993",-7.526811306,42.493058,"1 - UTM1x1 + Elevation",320
"T-P36777",1707,1,"Scleranthion annui","Scleranthion annui","Linario eleganti-Anthoxanthetum aristati","V15","N",5,40,"1993",-7.273824138,42.67205843,"1 - UTM1x1 + Elevation",1000
"T-P36778",1708,1,"Scleranthion annui","Scleranthion annui","Linario eleganti-Anthoxanthetum aristati","V15","S",5,50,"1993",-7.278658355,42.63586337,"1 - UTM1x1 + Elevation",900
"T-P36779",1709,1,"Oxalidion europaeae","Oxalidion europaeae","Lamio amplexicaulis-Veronicetum hederifoliae","V15","",0,35,"1993",-7.421790987,42.59080268,"1 - UTM1x1 + Elevation",390
"T-P36780",1710,1,"Oxalidion europaeae","Oxalidion europaeae","Lamio amplexicaulis-Veronicetum hederifoliae","V15","",0,25,"1993",-7.480197365,42.48769066,"1 - UTM1x1 + Elevation",390
"T-P36781",1711,1,"Oxalidion europaeae","Oxalidion europaeae","Lamio amplexicaulis-Veronicetum hederifoliae","V32","",0,40,"1993",-7.552247391,42.5082545,"1 - UTM1x1 + Elevation",290
"T-P36782",1712,1,"Oxalidion europaeae","Oxalidion europaeae","Lamio amplexicaulis-Veronicetum hederifoliae","V15","",0,30,"1993",-7.352759013,42.64927296,"1 - UTM1x1 + Elevation",590
"T-P36783",1713,1,"Oxalidion europaeae","Oxalidion europaeae","Lamio amplexicaulis-Veronicetum hederifoliae","V15","",0,50,"1993",-7.54560456,42.41668386,"1 - UTM1x1 + Elevation",530
"T-P36784",1714,0,"Oxalidion europaeae","Scleranthion annui","Linario amethysteae-Calenduletum arvensis","V15","",NA,40,"1993",-7.521829235,42.49164613,"2 - UTM1x1 + Centroid",380
